type,h_mean,h_std,s_mean,s_std,v_mean,v_std
A&W(R) Cream Soda,20.79438877755511,0.6904796169019204,146.55831663326654,20.672319549655526,199.16793587174348,7.367877930469015
A&W(R) Cream Soda,20.69962511715089,0.473505986703553,153.1480787253983,4.122946913044776,196.64901593252108,1.4198540214078055
A&W(R) Cream Soda,13.598837209302326,9.519111671790116,107.35639534883721,75.52093706942267,220.3575581395349,24.290694717345385
A&W(R) Cream Soda,15.874301051218966,8.833474654852475,114.11429210467458,64.20186410937328,210.8454484455379,24.718881106860373
A&W(R) Cream Soda,17.322372351016924,7.259698056855757,121.4448584838572,56.32781609570979,208.97070118048643,20.143904010574854
A&W(R) Cream Soda,20.478771895056177,4.457138847871716,140.46023446194187,30.70471577854559,205.6903974267116,9.371571536025929
A&W(R) Cream Soda,20.33382461311717,0.7922698798135522,140.6403831982314,18.586421200940208,197.64112011790715,6.73151966762946
A&W(R) Cream Soda,20.95772348570142,5.76684871946697,124.28056743976582,33.59634591922286,202.21143886512047,12.986490814886354
A&W(R) Cream Soda,20.318277142598358,4.45462840839197,136.86066927241185,36.500149596124544,206.49568379909286,11.387042363571913
A&W(R) Cream Soda,19.319648093841643,0.6485000916196368,151.49633431085044,14.986552664181028,203.05901759530792,4.630539726113537
A&W(R) Cream Soda,15.660680529300567,8.605685920407414,113.0299306868305,62.850304135006944,216.28449905482043,21.381699986536884
A&W(R) Cream Soda,20.72467214296008,5.472809890239225,134.0394149012826,25.796446532420482,199.83153192102608,9.721982413068705
A&W(R) Root Beer,5.771532108545424,2.7015989226953985,136.19871902915895,72.55621707904808,129.28021237148155,60.22689646076077
A&W(R) Root Beer,6.743660539126644,10.187280787741727,171.9595291724188,50.019742130056244,99.30378551187968,32.3107087320944
A&W(R) Root Beer,4.241483398016387,3.002569640982234,119.73048727899958,81.55479895545493,139.05347132384648,76.47536184977659
A&W(R) Root Beer,8.678747708362714,19.82158534787151,120.1294598787195,47.372022009869184,114.85657876181075,36.8713572819831
A&W(R) Root Beer,5.369099294628324,6.852435404574258,139.03811720021704,73.81298343248922,129.18054801953338,63.02152425219709
A&W(R) Root Beer,7.201277432034065,1.5398213509999905,114.48771699967246,36.18468019346589,114.3678349164756,32.74789767739538
A&W(R) Root Beer,6.635203955500618,3.626032335225793,168.4991347342398,46.74208445371539,106.53191594561187,32.37686430635072
A&W(R) Root Beer,7.930657572577824,12.2423356592507,161.297481636936,64.0870410099983,108.55115424973766,43.383816889742334
A&W(R) Root Beer,7.0418808911739506,13.34210812604841,148.76595972579264,71.09583670803217,117.1544558697515,59.677104657764204
A&W(R) Root Beer,7.155271398747391,10.623704802768362,178.92192066805845,53.599955010282926,100.22552192066806,33.89849957557103
A&W(R) Root Beer,7.636177823198774,1.5617029163826524,115.54726622381196,37.30064624724461,110.38783852835974,32.87296611432079
A&W(R) Root Beer,6.48289522551892,1.418978717700366,154.21346923616557,54.71675950032015,119.8816077250031,40.8218804141215
A&W(R) Root Beer,7.599309413001051,1.2843424888943888,162.25641795526198,45.89596473942257,97.69554121002852,29.36574328163347
A&W(R) Root Beer,6.405736823234134,1.8339130508567294,170.51337396916458,53.14340163200676,105.11115095016135,41.25345468635062
A&W(R) Root Beer,7.007980421366248,1.2204542442425224,169.02000425622472,38.03050690061983,96.56895084060439,25.65250790729735
A&W(R) Root Beer,5.577710209332242,2.6539404261419124,149.06888083265116,69.17852382918299,116.43784352707286,61.76712494136155
A&W(R) Root Beer,5.848996318677503,14.041701845081857,116.52219212335903,81.44801319799808,145.02674168229493,69.23219686702727
A&W(R) Root Beer,7.899978605049208,16.38926443969246,110.6120025673941,77.52870307383907,148.77150192554558,64.31128992636718
A&W(R) Root Beer,6.602301410541945,1.1915480830290672,150.71031922791389,42.89133008439886,104.64075723830734,29.214208521377486
A&W(R) Root Beer,6.331215670703461,7.108922483344866,185.06405929455363,30.994273019427915,92.13989808748593,20.85962844106201
A&W(R) Root Beer,6.545944318029715,8.854415842431365,158.66052067996253,57.71036399450104,109.61464328737786,43.07695851895214
A&W(R) Root Beer,7.827878265862762,1.1315069922940444,177.44530577088716,35.194347135153635,96.47918461096755,22.678672916411628
A&W(R) Root Beer,7.794319501636575,9.802857364063717,163.85481997677118,39.13961615941219,96.35846267553585,30.877652406576058
Berry Blue,62.625670427223966,45.668578677320795,166.06732014055854,121.1031330554877,212.01368596264103,33.29693064518119
Berry Blue,96.75339185953712,0.5469191697953899,252.81883479648843,13.053022066742347,185.65203511572227,4.9581076081338455
Berry Blue,96.82775349650349,1.3402421326764284,235.3215472027972,49.168447697733605,186.66062062937064,20.531461146679657
Berry Blue,96.90551181102362,2.022692939629741,223.97208303507517,63.92420076918279,192.8604151753758,14.087358618322668
Berry Blue,97.24124232574937,2.8489637561881103,195.2574936800289,82.08392988035573,195.844709281329,18.115826777849808
Berry Blue,96.50896391152503,0.7785549566880529,253.20768335273573,10.473812861949487,180.7511059371362,14.63130848387664
Berry Blue,96.31747088186356,0.8685928296548626,247.19767054908485,30.21094215988034,182.10016638935107,17.379495730673955
Berry Blue,97.69974337040205,2.162676225014716,181.65269461077844,82.50043934876392,201.82164242942687,18.637997384101254
Berry Blue,72.17022653721683,41.90691820156386,187.71747572815534,109.76159271371749,203.73721682847898,30.765743043274046
Berry Blue,96.78100558659217,1.168046210425538,217.6804469273743,64.88633758935148,194.83240223463687,17.362780254818848
Berry Blue,95.56979937625098,9.616031291831813,232.613880742913,56.67153405776306,183.70392403295628,27.928338233567956
Berry Blue,85.85459673547767,30.414991250109587,218.244179068651,84.62528367044915,190.19611137782044,35.52578555797688
Berry Blue,97.88546150167384,3.1761657243577246,187.79029172644667,87.50283876770243,201.05069344811096,19.82101434120735
Berry Blue,95.09727007686192,12.864266238199564,228.3937185263716,63.13742039390407,190.64510999204876,16.618498041278777
Berry Blue,91.09988023952096,24.095102739634903,204.55604790419162,86.22280376195474,197.22239520958084,21.890194157453127
Berry Blue,78.65268065268066,37.81581079954726,198.22668997668998,101.06740583925354,200.43240093240092,27.47282147644375
Berry Blue,88.41876937880893,26.64678123088002,219.42595958515983,79.27633135453867,184.71503795573614,35.29012689448963
Berry Blue,96.8495647182627,2.2482907082318593,218.4653209604898,67.05502172021151,190.56380943269875,25.011828616788698
Berry Blue,96.66419420094404,0.6501043601424954,252.6429534726905,10.11263084824213,185.70836142953473,7.6733447752133825
Berry Blue,72.64036500268384,40.96898034862618,193.00080515297907,108.84316179463785,196.14707461084274,37.40131191389733
Berry Blue,96.39146884272996,1.8967158661545487,236.99180267062314,49.17015292571815,185.83336424332344,23.65667584216877
Berry Blue,94.64523766162812,17.050424552227177,196.10835913312692,86.48396573751585,199.82298306319433,19.932877436598638
Berry Blue,80.07344392457111,36.551847647312016,197.69162058698427,100.72177720645301,204.2457819367645,25.52898297318288
Birthday Cake Remix(TM),12.893723849372385,7.757976212876445,47.85271966527197,30.13876663219145,249.7202928870293,4.683877617706098
Birthday Cake Remix(TM),18.338995301770872,7.221860321310572,54.42197325623419,20.641148092787148,250.98200216841343,3.8900549535626427
Birthday Cake Remix(TM),10.56337509211496,8.442392228828162,43.672807663964626,35.071384479191174,248.0939572586588,5.721587741665057
Birthday Cake Remix(TM),19.3300853485064,11.196076945454312,54.00199146514936,23.326365805575406,245.36941678520625,10.761818238931465
Birthday Cake Remix(TM),21.662185122257515,16.461532794551058,51.34771367363522,21.34390797403818,246.16672822634263,10.093449356285134
Birthday Cake Remix(TM),18.4320476858345,6.5382098109565066,53.023562412342216,16.558748493925947,248.19579242636746,4.391622679346975
Birthday Cake Remix(TM),19.546226505104475,11.287754460022777,50.48249212861368,20.420984428491213,246.1745062494037,8.882314384897514
Birthday Cake Remix(TM),18.071781756180734,0.695715775304951,60.334782608695654,11.70781796893991,250.3919011082694,3.385484165581596
Birthday Cake Remix(TM),19.08839969636326,8.863699104991031,51.36270788765441,17.938649785324486,245.7307294182596,6.656809446999894
Birthday Cake Remix(TM),18.56565582754841,8.372939772940102,54.26445012787724,17.541620124962574,248.6158567774936,3.863978453696514
Birthday Cake Remix(TM),12.356627296587927,8.350180073509929,46.889435695538054,32.29608824946131,248.56430446194227,5.102409121869342
Birthday Cake Remix(TM),18.094488188976378,16.315887425567162,45.39131204105105,25.850553260081103,251.57798814474035,3.469295093343475
Birthday Cake Remix(TM),18.16882382063795,0.8800311809369377,60.143857415658815,12.324568926464753,250.53978357733928,3.631287484733927
Birthday Cake Remix(TM),17.46724524076148,0.7987896241872153,58.01833706606943,13.495772003123594,247.5573908174692,4.511222626555184
Birthday Cake Remix(TM),18.722869955156952,7.048823671067716,51.18321588725176,17.739206194837568,248.1862267777066,5.007180230445775
Birthday Cake Remix(TM),14.710779082177162,6.915314939784263,45.61163287086446,22.650463894210944,249.22145144076842,4.4140249972865835
Birthday Cake Remix(TM),16.48395378690629,5.016323496087536,52.57859726922628,18.848374219790873,250.81654802193955,3.3852427588937295
Birthday Cake Remix(TM),18.341785923508244,10.697243133286248,50.62365051468742,19.82984053500004,246.4185287471755,5.897000956486954
Birthday Cake Remix(TM),16.582580833090592,4.8447147286668,53.36469560151471,19.137333109085013,250.855228662977,3.6495572973309343
Birthday Cake Remix(TM),17.31996353691887,3.9173347463456456,54.36311151625646,15.21047594482057,247.23928896991796,4.005619720535801
Birthday Cake Remix(TM),17.54258943781942,0.8010696257115693,64.98211243611584,8.79932552980748,247.2580919931857,4.3260234410670515
Birthday Cake Remix(TM),14.504504504504505,7.191333871432892,49.964937910883854,26.58008352671435,248.81324567811055,4.436159700574025
Birthday Cake Remix(TM),17.433719310046605,8.000966332199447,54.81799836640561,25.726554351475084,248.58713304184886,8.772506206515505
Birthday Cake Remix(TM),18.226469812813075,0.7044849788079848,58.30925388874242,9.298634554834774,248.2254152385974,3.1757663150147213
Birthday Cake Remix(TM),13.6685667752443,10.387449623090895,43.50542888165038,29.382815759379003,244.47041259500543,10.173091742200976
Birthday Cake Remix(TM),17.850295159386068,5.25899436724128,57.40590318772137,20.29793931893368,247.5349704840614,7.709948048271083
Birthday Cake Remix(TM),16.55983789595567,5.530716306843376,55.00686461004052,23.168640645788795,251.27690017368292,4.205192490886883
Birthday Cake Remix(TM),18.0416709432413,1.1600398509615737,55.36805911936775,13.036783637043738,251.11926511341477,3.353683689168826
Birthday Cake Remix(TM),18.41529963173753,3.4480369910535744,58.66078004686977,14.337869482590362,247.54996652159357,6.993296146538331
Birthday Cake Remix(TM),17.861423503660653,1.31703807603917,58.948524416937126,16.706333665594645,249.73077213374594,5.383999016277904
Birthday Cake Remix(TM),17.680965325200557,7.654808204811371,52.15984883643837,18.44747845310984,249.24418219187163,4.205328678994243
Blueberry,109.04228480761603,2.4674712350337975,160.54367314557715,47.911485563111164,144.040142800476,31.94287057207303
Blueberry,109.15996277530762,2.566206124837291,151.85285906317858,51.91130056850403,139.29335125633338,31.864156205300848
Blueberry,108.83008356545962,3.5792014085298174,146.76267409470753,54.71029244861524,130.7966573816156,29.02643862489385
Blueberry,80.13454861111111,48.56005861306781,133.74791666666667,83.7960383152234,163.59288194444446,57.76924629410393
Blueberry,108.61294261294262,2.6210737969323903,161.78731684981685,51.02481668651325,139.91468253968253,32.87834233843974
Blueberry,111.50498448537664,3.384011409438315,162.8399022908827,45.519573897179384,141.19389978213508,31.744747964464654
Blueberry,108.78519888991674,5.144995069642027,148.52210915818685,50.204452681031796,132.66179463459758,31.482487858135645
Blueberry,107.2852912142152,5.13322518776681,160.04294175715697,53.13725853721197,127.44299111549851,30.171874512305298
Blueberry,108.96732863549008,2.511005087081237,161.99535554131967,47.825004759924354,129.95627802690584,31.59745168869328
Blueberry,93.08410059090285,41.00934936058454,143.96275937886492,71.56525845630915,155.4877009756768,50.20628074780134
Blueberry,108.64183625912692,2.323855305127661,162.78033245300605,50.85634758007825,141.19597638651547,34.513684069309456
Blueberry,84.75774647887324,47.88594331066924,139.25295774647887,79.69194004510835,150.84957746478872,60.91215025852593
Blueberry,108.84962661235573,1.3768013676138635,179.48973183978276,23.26954491969943,123.8393584521385,17.450937202013147
Blueberry,109.87327862011406,3.0720371534102027,159.6555849214077,49.76720633687877,140.5416608707748,32.825975834173455
Blueberry,103.27659932659932,22.94935702284532,162.0335016835017,52.715118572588366,151.23063973063972,40.729401899021596
Blueberry,109.25389968802496,2.3125877164468815,182.035157187425,29.637710646436595,124.06815454763618,19.372676906849765
Blueberry,108.77165764943615,2.314397997422842,179.32937878886645,36.42955690715068,139.90163613845252,26.816005299226248
Blueberry,84.07774891774892,45.41798962906235,123.57748917748918,78.47443576745516,164.98077922077923,56.7671188078785
Blueberry,109.53608468636006,2.3306383384011746,166.6412989056577,47.529044733407865,142.6609684571919,33.83540923556237
Blueberry,102.21808510638297,28.096986390924137,162.07203977798335,58.54548872973402,146.50393154486588,39.909466038210454
Blueberry,76.20762852404644,51.30672575445738,131.75124378109453,88.94911328306048,163.3764510779436,62.056454605606945
Blueberry,95.69525666016894,35.65064473510041,143.89317738791422,68.98523746345961,155.36881091617934,44.84130607982727
Blueberry,101.54275405892965,26.987428424293224,135.1486470234516,67.13633759664316,146.8556825015033,45.68660902296267
Blueberry,81.52685421994885,47.58533390658724,145.98903909389844,85.88411798051351,158.62257946656925,57.10929315341447
Blueberry,109.3004733484256,3.6863360752183727,175.52726898538793,44.30810649839867,130.87631199835357,24.63964058062072
Blueberry,109.63398692810458,2.6933431546456084,178.066221360339,36.47317750273678,139.21927745457157,27.853217664171826
Blueberry,86.41740282685512,45.63771994298044,135.6007067137809,78.93218182796205,155.2071554770318,57.02280804945583
Blueberry,109.3598844407759,3.8192434079946103,173.69673957903424,39.11071285182922,134.71696244325216,25.30478588221222
Blueberry,59.68312757201646,54.22211491533161,106.51969429747207,97.04449845169965,175.38918283362727,72.53727117126495
Blueberry,76.8291029481318,50.498734064729554,131.38577959955856,87.73662718171214,162.1723159388302,62.36953168943317
Bubble Gum,23.643416499726825,59.354998183948965,76.88180659260608,29.011004300290807,247.63358222545983,4.351408973029316
Bubble Gum,18.99952767806537,53.80250127949041,76.24371811826941,25.100010062252018,246.9009068581145,3.2721083301238587
Bubble Gum,8.878564857405705,37.745650127559614,90.67157313707452,10.3359285129306,236.03495860165594,4.123068985521796
Bubble Gum,20.769685039370078,55.691668278556996,80.05413385826772,23.421489363692867,247.6948818897638,2.9010949239388073
Bubble Gum,19.289818335445712,54.22497372526477,77.9773975496409,22.852323343604173,245.1030840726658,4.315202759650421
Bubble Gum,14.151157613535174,45.80494055014597,88.70336153161175,44.22897956545908,242.38190115761353,13.883554405823938
Bubble Gum,12.239601237538674,43.89366505799271,54.49054657958061,37.19497460867381,249.87074596081126,4.321371597748224
Bubble Gum,3.1610381949564963,18.479130651080112,74.40436513788526,47.20564572036593,244.93231086860345,8.354534674192287
Bubble Gum,13.338403041825096,44.596303015941785,81.83607145419327,24.728206797921388,247.17798981275558,3.3203259921806816
Bubble Gum,6.17717242107486,27.441556724112072,88.41843522331327,23.93504906782543,246.83549783549785,5.44648575866917
Bubble Gum,13.978718061397451,46.3518492446222,72.14552074832068,39.35371124390691,245.22600288781467,10.54020338277962
Bubble Gum,1.9820598006644519,7.284148156227493,76.57458471760798,44.96600693093162,247.15531561461793,5.634931688400982
Bubble Gum,7.813915936781328,33.20643293183337,82.21744874492342,25.532676782612377,245.98996917355777,5.188349230625602
Bubble Gum,32.47167952717123,68.3886565944915,82.18568379576425,20.006225396350665,237.11164012477425,3.9264725627803894
Bubble Gum,15.544085346721054,48.65456047910998,75.30953875117666,20.918388041980087,246.11123313460936,2.979696373479005
Bubble Gum,10.712726170019206,40.49531043924129,86.97836854341453,20.88755223469834,246.76306479328818,2.3515593944256916
Bubble Gum,1.2147024504084014,6.695937808689332,77.93255542590431,39.276334567570466,247.32788798133024,4.93330825226229
Bubble Gum,14.242782807042556,46.11223673111167,75.02836980540309,28.84793235470678,247.86998360538882,4.060073963779827
Bubble Gum,3.134171132877472,20.4199334405029,89.18905932360008,12.064261438211657,238.96488634263537,3.086246501070026
Bubble Gum,13.241291598954286,44.490501447877115,75.4467604041546,25.863418624510796,247.52575425704796,5.706193898524093
Bubble Gum,16.159159494802726,50.075589846080966,60.55560523080362,33.26336156123734,248.98770537610372,6.413341893325261
Bubble Gum,6.331485880179467,31.03184435186215,88.27368698865136,18.212965449804983,243.83161784111903,3.4223495092218488
Bubble Gum,13.745809697374163,44.95443582309564,102.50712287276367,43.706010442355165,241.52275469082883,16.47780466604239
Bubble Gum,11.581199423567233,42.59036282788788,84.69127591176145,22.229908925556042,242.0710564238998,7.143139207502129
Bubble Gum,16.033161068044787,49.198014561338496,67.62072925638817,26.638022855609126,248.9079816250359,3.4456115431592105
Bubble Gum,3.3595915390226114,20.55993571262129,61.08533916849015,42.8034881306047,249.1287381473377,4.331097811704902
Bubble Gum,25.714987714987714,62.61031857554006,88.45563745563746,8.588740273351222,233.36527436527436,2.746812755991767
Bubble Gum,26.775023575373837,62.760767643404385,53.03879832951637,34.845624454035665,249.38784857874174,7.163835710779645
Bubble Gum,10.773240418118467,41.18610107251522,67.43289198606271,34.96369732538032,248.4012543554007,3.6584452193668566
Bubble Gum,42.80298073427844,76.01333181857896,57.722282806252274,31.921191943847415,243.08505997818975,6.928782863943917
Bubble Gum,2.7829324169530354,19.917135487243055,59.33676975945017,41.52735459291095,249.09736540664375,6.11157465141817
Bubble Gum,8.61118003356929,36.141299935959665,79.04531854338467,26.00721367039361,245.17704152375393,6.1901354532341015
Bubble Gum,8.597237904976982,35.874107196032455,78.66698514722488,25.304340915371334,246.50612351255103,3.622768583539591
Bubble Gum,10.819191919191919,41.456955714629885,90.19911616161616,20.910955376892403,239.8121212121212,5.781396893996612
Bubble Gum,14.239932318104907,46.22614311481354,74.07724196277496,24.563978548668036,248.1950084602369,3.9208918654093217
Bubble Gum,0.845554834523037,0.7246660268685108,68.34393251135626,45.347241381954696,242.70473718364698,8.39658838890645
Bubble Gum,11.798825764116733,42.51229698482288,77.98005525815921,23.01220534748114,243.9601968571922,3.787420794256313
Buttered Popcorn,19.504927264195214,11.912036790145597,98.25129047395589,66.15051851595854,238.5459877991553,28.206063187922734
Buttered Popcorn,22.816912042280105,8.436094286028219,72.46451491128728,48.085184237444544,243.46791241978104,14.297063012374139
Buttered Popcorn,16.96633475580844,12.044421686955014,45.72356567093409,34.941472698792104,249.47178757705075,12.871277424265292
Buttered Popcorn,21.191494226591974,7.75543818516891,63.5949468389162,37.180294349890104,222.66822910712244,34.25137773495767
Buttered Popcorn,25.807901058813062,1.7507833434449958,80.73992348073672,34.06914089685547,238.00667319156508,15.763287285467722
Buttered Popcorn,22.70238870792617,6.848327719730731,54.28490770901195,29.939030339926934,239.20944625407165,15.15359285998966
Buttered Popcorn,24.91710388247639,1.5724714731289862,92.40451206715635,36.065807297655155,236.97429171038826,15.620595753576332
Buttered Popcorn,25.09467455621302,1.644248180636943,72.92251870045774,26.12403796942305,232.3973428603327,25.14982870222508
Buttered Popcorn,20.205701078582436,11.448874020709589,96.16833590138675,63.6797119608168,248.19934514637904,13.068274237971902
Buttered Popcorn,25.915344842695646,1.7879484166559607,88.63806853036543,40.66868257571382,237.62106739111383,20.965599174209302
Buttered Popcorn,24.508470964304742,3.2121170522260987,61.564837506659565,28.774520332958055,234.99328716036229,18.890528297528736
Buttered Popcorn,24.667761229037175,3.340490943291781,53.149173214495136,16.208324251102226,238.3555764043626,16.520173609214
Buttered Popcorn,25.114478764478765,1.5308358236751325,67.89469111969112,16.61626903147077,235.98745173745175,16.799850525413678
Buttered Popcorn,24.15894960732984,2.650974101580616,55.63162630890052,19.435434401594414,236.1497054973822,16.21605909452871
Buttered Popcorn,24.16497621398438,2.983856479466541,52.09604164796697,17.18177717708997,237.44511264697962,13.936588431796393
Buttered Popcorn,24.586304665349257,2.7056701568784307,54.52641979551508,26.667103884424453,236.47074490935648,24.91606631751962
Buttered Popcorn,24.609061266517934,1.8109766550177744,61.72035352668612,15.221965152754613,236.61867170070363,16.448314650267783
Buttered Popcorn,25.219816336394395,1.6072015807976388,105.09676172063799,41.64150221555725,235.22928951184147,14.590992557937966
Buttered Popcorn,25.71525885558583,1.6625862425628157,94.4241922927209,38.47422833774447,237.4424873491631,13.842406010781419
Buttered Popcorn,24.066529920627843,2.069349017927189,55.026665477570674,16.68144154502762,231.30625167216624,18.149591770053195
Buttered Popcorn,22.74534610518706,7.758628210239147,93.16121453099585,44.339798685261854,241.86011205494307,13.626672255924497
Buttered Popcorn,16.557463042441583,11.010883021943823,53.889365760610396,36.62595172744441,243.90701001430614,13.365534558901956
Buttered Popcorn,22.469072164948454,8.637248297457392,96.35926273039675,46.88662353350923,237.78444236176196,16.419992093189283
Buttered Popcorn,25.001905717151455,1.6596263005598406,72.00451354062187,18.32806135925546,234.5404212637914,19.450593765140404
Buttered Popcorn,25.015846782033833,2.393856308128661,52.723507680342216,17.13473745561472,236.9204744312658,18.179979683581283
Buttered Popcorn,24.48068099492876,4.854231206736108,59.64670369475972,25.28065659838096,237.4411977783144,20.35104222152514
Buttered Popcorn,24.529007423700854,3.973661903591971,59.989001924663185,21.787819340179684,239.39043167445698,14.244750261243858
Buttered Popcorn,25.236301369863014,2.6458693478798434,63.304179838426414,27.92545259787025,237.84817351598173,21.651858896601865
Buttered Popcorn,23.209733362237156,7.161231689981023,46.296444829828744,22.61728403960671,239.92521135920225,15.750357064271716
Buttered Popcorn,19.537517053206003,10.188060110914464,69.17507958162801,41.4033146939882,238.77671668940428,15.426679226799738
Buttered Popcorn,17.67494536061991,11.570791369510744,60.03059805285118,48.211459032253416,235.0913967812438,17.72602024307721
Buttered Popcorn,23.60035691790888,9.335161501940865,130.68076842326266,83.80186322354086,244.50325425152215,12.675935494434315
Buttered Popcorn,23.65010922214835,6.1541366176907895,57.83018330325767,21.634897674649544,237.23411530059835,16.97700843056848
Buttered Popcorn,25.46694835680751,1.4402942390308873,73.8700469483568,21.532345240291214,235.76798122065728,17.42663139680251
Buttered Popcorn,24.929816460810343,4.505736956477942,62.97795221055062,26.383380022550476,239.78229250836893,18.673842305031837
Buttered Popcorn,25.85991146089523,2.869630213503873,66.10152484013773,29.333671135887663,237.37176586325626,24.606371064830014
Buttered Popcorn,24.87769913090225,2.30008510287858,64.85404533643938,25.374427935109246,237.01594839172117,18.68393995248912
Cantaloupe,6.433908045977011,3.957717782684067,156.6284893267652,94.23756964812837,235.87274220032842,12.11281382067739
Cantaloupe,9.328554360812426,4.332307107831337,184.96318018898663,72.4997414017583,238.8958401216466,8.524201330804129
Cantaloupe,9.55303988047351,6.424767936701969,185.28755315480979,63.32064637393226,236.0289621882542,8.174082154594258
Cantaloupe,10.371451339774877,2.2553818923244613,211.762824982568,25.375224349476852,237.0798884351031,5.527516128673802
Cantaloupe,9.451120899349155,2.4720169269469734,203.76175136414437,37.452619981403345,234.70094010913155,6.179042413993503
Cantaloupe,9.96613048256569,1.8639273110398435,211.2066140473574,23.32849920649209,235.54600859226696,5.6899357178003935
Cantaloupe,10.505860192549184,5.270643718377413,198.53537044788615,46.22345384893965,238.59585600669737,6.061005576948022
Cantaloupe,8.562009419152277,2.3507685911287384,197.6326530612245,52.47140769065294,228.71533228676086,8.006771753399759
Cantaloupe,10.194900969237253,1.8037230660965913,211.14538558786347,19.7900254747185,231.8089970501475,5.152629460308379
Cantaloupe,10.425037110341416,3.2321900485206507,209.9923800098961,26.520759027643827,234.61563582384957,6.869758391690429
Cantaloupe,9.295989815404202,1.1944505502611338,209.88096753660088,21.955465904571195,233.1769573520051,5.20752074852967
Cantaloupe,8.800512538898042,5.890146939216944,180.25425590334982,78.02381749899844,242.10993959362986,7.331048646651883
Cantaloupe,9.985797006445974,4.715414186769245,193.3505954331913,45.768251745404854,228.97946028624494,7.719631920094008
Cantaloupe,10.337303477846593,1.5420405508140005,205.01453072891854,21.23194866297122,220.38256312529776,6.8075638862207235
Cantaloupe,10.728695486210515,1.8567786090086444,208.5272449661227,22.79918509659965,232.16948182078443,6.97889201121479
Cantaloupe,9.475337268128161,1.6465198146630982,208.27592748735245,25.76463389621269,234.54922006745363,6.256051153554242
Cantaloupe,9.42863475177305,1.973806406281501,204.58747044917257,35.69744607460212,227.14287825059102,6.847317863838329
Cantaloupe,9.50094809196492,2.898823073111588,204.04577506518132,32.381147327199095,229.55445603223512,7.2465509237658
Cantaloupe,8.831702385766276,2.71121545753186,205.2669227658714,34.76053488361718,230.31649818034776,6.725012213658378
Cantaloupe,9.717036493673207,1.8401350677657013,212.77315239317807,13.116403829717827,230.85512561892537,5.103720631430375
