type,h_mean,h_std,s_mean,s_std,v_mean,v_std
7UP(R),34.60699044909571,4.146472844613586,70.65921560658403,11.899066684588501,207.896565738671,6.454951549343006
7UP(R),35.97752668965231,3.082269953636742,70.36077763469447,22.34393866336038,206.56623603206913,11.812941014064718
7UP(R),34.52224123182207,2.546785781512481,69.5586612489307,19.906611032339512,203.86980325064158,10.824746466339054
7UP(R),35.503250423968346,2.855551188311725,69.15510175240249,11.755423293041305,207.30236009044657,5.9662537967967015
7UP(R),33.48874271587498,5.331820726870775,58.7951174289246,16.763739505560704,209.2998410736359,10.701481063625796
7UP(R),34.243756057556105,3.780229084256404,61.007082680981135,18.045041534452526,208.09744277939313,11.031071257423687
7UP(R),35.28555678059537,5.697253714109908,43.83406835722161,22.40342565374525,218.54299889746417,16.036619926225498
7UP(R),35.64118811881188,6.968583430225777,52.82217821782178,27.321229246368013,214.23287128712872,17.894266703741206
7UP(R),35.440490873211644,0.9685029087988469,68.72163295510607,7.854409719695923,203.97157128761717,3.7647743357912082
7UP(R),33.789845906163755,7.361090514598471,57.70842916283349,20.648427209948025,210.8635004599816,13.35004356486384
7UP(R),34.0833415817084,3.641401739787268,58.23111946946452,16.576140047952055,206.62011283777096,11.540768995708635
7UP(R),34.61639004149377,8.053757469333092,70.90772821576763,26.44644911070553,206.74673236514522,15.83700413283634
7UP(R),33.25021236432279,6.83442475136944,61.78867390278433,16.621795367899352,206.66370929683814,11.370871756988869
7UP(R),34.08414606486732,6.767261084989235,70.63665230210933,15.820881012876097,204.3372646858698,10.538521798155777
7UP(R),33.05127401837928,7.545295028931541,65.51336675020886,16.95939758243873,208.04647034252298,11.087731713883683
7UP(R),34.7959279930823,4.623538796535514,64.01069098341326,23.21062040004188,209.0270943060032,11.649579632659792
7UP(R),33.595292766934556,7.218794359304486,65.59031764255644,18.738225643902492,208.12265595101417,11.48844556347237
7UP(R),36.58772843480731,4.391124912251511,58.779661016949156,22.69249167060496,210.46349777483192,14.879098591245464
7UP(R),36.47502356267672,0.7031557547708904,75.70593779453345,8.180529779657707,202.51272384542884,3.204332338891327
7UP(R),30.504452279925896,6.8010677176711996,65.06687384210841,15.91370262647042,205.90557580828303,11.260594153218776
7UP(R),35.917328042328045,0.3418224628252724,74.90013227513228,3.405947177068294,201.4537037037037,1.2206228512578066
A&W(R) Cream Soda,19.32403897365206,7.085747795891725,73.10323005106676,32.31911654007488,228.8177574485416,10.644382950996931
A&W(R) Cream Soda,21.679522729182423,2.0148949528977065,88.63962412122231,22.105420184634497,226.50393524353694,5.22877241597117
A&W(R) Cream Soda,21.416617386162034,0.6452267771853185,77.97397989355412,10.132296237007994,222.6691306918983,2.92437487920614
A&W(R) Cream Soda,18.46001390820584,7.772325320644508,77.50208623087622,34.205359259119255,230.33014603616132,10.463676929658623
A&W(R) Cream Soda,21.34278350515464,0.7221515803624723,86.71512027491409,13.498133187814554,222.1106529209622,3.607998453200753
A&W(R) Cream Soda,21.721386840340962,1.1861714110822716,79.58049995211186,14.55802452057943,222.84053251604251,4.361210797987349
A&W(R) Cream Soda,14.519607843137255,10.385339668037101,58.18790849673203,41.87037895400489,237.90686274509804,12.259873828047173
A&W(R) Cream Soda,21.930605695948657,0.6156779029200661,89.39550742077817,13.662043620694071,224.76895306859205,4.040951471575894
A&W(R) Cream Soda,21.882602545968883,0.33340501394270694,93.9090051862329,3.0150837210362154,223.44177274870344,0.8704534833079586
A&W(R) Cream Soda,14.55639534883721,10.188186548450359,66.90406976744185,47.27567083822751,236.3703488372093,13.071518118597558
A&W(R) Cream Soda,16.786081897516222,9.327408972081894,69.7833967330499,39.746349290855385,231.0680241664802,13.405874018150035
A&W(R) Cream Soda,18.561739130434784,7.527968386170345,74.60299358517463,36.16890947237972,229.98759800427655,10.804304209662714
A&W(R) Cream Soda,21.727712129297856,4.296155998692172,85.71025386902492,21.966236108363283,228.43769154532288,5.0897047612490836
A&W(R) Cream Soda,21.595431098010316,0.7992681217466578,84.9174649963154,12.123436503730117,223.96020633750922,3.7042319941307076
A&W(R) Cream Soda,22.109515765765767,5.327622180565223,73.84222972972972,21.474135825283394,226.41295045045044,7.05520948905713
A&W(R) Cream Soda,21.486392257218764,4.442246097030303,83.49185208944921,25.509688459880092,228.87998828541743,6.183183953304969
A&W(R) Cream Soda,20.917155425219942,0.5113367013791518,93.008431085044,10.542102540966562,226.97617302052785,2.5565059353793567
A&W(R) Cream Soda,16.707992448080553,9.15740641195833,69.01887979861549,38.79680679513563,234.18093140339838,11.491959106991052
A&W(R) Cream Soda,21.958927799394726,5.207764310261204,80.34493442859201,16.666774316319728,225.10440985732814,5.294305090080469
A&W(R) Root Beer,7.153463677734704,3.270664736854551,89.29335917748188,52.27483785955866,176.9523849654475,38.83142407675617
A&W(R) Root Beer,8.45259027828235,9.164548132111237,115.35646298045484,39.1674373536189,156.94819443435298,22.953791791941924
A&W(R) Root Beer,5.323846485554118,3.738416999201343,77.59292798620095,54.08856600836538,181.58387235877532,48.715937168518884
A&W(R) Root Beer,9.399802566633761,18.801539646128845,72.74601607671697,32.95100822463416,168.55972359328726,26.383825640008602
A&W(R) Root Beer,6.731823114487249,7.069003494402277,91.25773195876289,51.410757308905666,176.5252306022789,40.47915051025663
A&W(R) Root Beer,8.096298722567965,1.8450177398573024,67.71536193907632,25.523440280945554,168.60776285620702,23.622001408583138
A&W(R) Root Beer,8.430668841761827,3.7205249960202824,111.88694448563943,38.1011675530808,162.65623609669288,23.158844338113866
A&W(R) Root Beer,9.596537250786989,11.243273310073128,108.66474291710388,48.58414614988095,163.0893669115075,30.151910285468276
A&W(R) Root Beer,8.517245072836333,12.76870246306667,98.66913024850042,50.35507484763632,167.98543273350472,38.9117385288225
A&W(R) Root Beer,9.140292275574113,10.006785000806303,122.73606471816284,42.08682885181131,157.5376826722338,23.975773690671957
A&W(R) Root Beer,8.60122699386503,1.8123859607611656,68.45245398773007,26.19791139504458,165.5935582822086,23.905786864707807
A&W(R) Root Beer,8.042373231010439,1.6239669793187224,100.71720922556422,42.211780052643775,172.10809918719315,27.765497225242267
A&W(R) Root Beer,9.330984859841104,1.4324957193059382,106.2299505321541,36.95745234385232,155.81561984709938,21.685288059994285
A&W(R) Root Beer,8.289494442452492,2.250792632558778,114.40566511294371,40.63183673555208,160.90441018286123,27.501827024642363
A&W(R) Root Beer,8.757820812938924,1.41401793089788,110.60725686316238,30.680647426757442,155.25271334326453,18.970740583257843
A&W(R) Root Beer,7.065606361829026,3.326539198204383,97.9143959770787,47.104550256607205,167.27704362062917,39.68828472351197
A&W(R) Root Beer,6.8452085059375865,12.992225059792572,76.47804473902237,57.29229504155533,186.53728251864126,44.71415926639851
A&W(R) Root Beer,8.68474540008558,14.663746249683326,71.35836542575952,54.87778996061184,189.77257167308514,41.92996545856609
A&W(R) Root Beer,7.976466221232368,1.4668203619307003,95.76844840386043,33.40337347274132,161.41143281365999,21.501212547335417
A&W(R) Root Beer,8.242670901991927,7.078705764212864,124.52345973132155,25.740617862621775,151.98305869896103,15.411050386892086
A&W(R) Root Beer,8.098330427785973,8.200314555287656,104.70467346117742,42.7175417004833,164.00965535738231,29.308721922745786
A&W(R) Root Beer,9.84094171691071,1.1926034982263711,117.82873959230548,28.754199749012137,155.45506747057135,16.480220860278063
A&W(R) Root Beer,9.410727483898215,9.640744921010834,106.22954281490867,31.174145778201666,154.47883011297645,23.356088363203728
Berry Blue,61.01069715971966,44.30602095760431,162.94669863518996,118.67085403097703,231.26208041313168,18.750239559433314
Berry Blue,77.84765348078832,35.551987649668895,188.9341415000709,101.19770550893526,227.33652346519213,14.03605655205875
