cluster_1_rHSV,cluster_1_gHSV,cluster_1_bHSV,cluster_2_rHSV,cluster_2_gHSV,cluster_2_bHSV,cluster_3_rHSV,cluster_3_gHSV,cluster_3_bHSV,cluster_1_propHSV,cluster_2_propHSV,cluster_3_propHSV
92.73198198198205,108.54054054054049,199.04054054054063,119.99999999999997,254.9999999999999,255.00000000000006,100.61655328798194,117.27913832199536,208.09138321995465,0.09022556390977443,0.013615118878276773,0.8961593172119487
98.60886063940825,113.403329854851,205.23531922967504,128.69463667820094,189.87802768165955,245.71712802768207,103.8283378746591,128.76294277929145,225.02506811989142,0.87575291820712,0.04802060399617829,0.0762264777967017
97.61599565817772,114.34107953424393,202.8527235050323,127.24692307692258,191.05461538461728,245.9484615384613,109.4559301380997,128.3048334687256,219.11271324126702,0.8668947818648417,0.027801539777587682,0.10530367835757057
99.22178923804077,113.57316972058611,205.88019235552548,120.0,255.00000000000023,255.00000000000009,108.85082048732019,123.97364495276008,215.73694679264014,0.8522470322215941,0.005652911249293386,0.1421000565291125
101.660291017533,118.5641935318022,205.67227106792046,127.09760132340745,194.7741935483878,246.6757650951191,115.17953861584746,136.26379137412277,222.43931795386172,0.8585996821472718,0.05337277061628112,0.08802754723644711
104.35784170132999,120.7193157185544,208.53102114945227,127.35364321608021,188.71168341708744,244.63505025125502,96.5868952847508,112.32014696876995,201.17428046539976,0.6362856929844181,0.059345411168269586,0.3043688958473123
106.04305864884945,119.36971046770589,209.9665924276169,124.46728971962622,159.71962616822435,239.02803738317755,129.6837944664033,203.9604743083006,246.87747035573136,0.7425578831312017,0.11797133406835722,0.139470782800441
100.07281823235164,113.86659255141655,203.4574763757643,129.13216957605982,201.09226932668258,246.69576059850354,121.90769230769237,146.71076923076927,233.82461538461547,0.7124752475247524,0.15841584158415842,0.1291089108910891
98.4208573784008,110.86988183566882,202.0037098103876,110.98557158712552,124.62042175360716,216.77691453940082,100.56376757496572,114.91688440960561,204.32163742690048,0.44881598421312285,0.05556240749876665,0.4956216082881105
124.96752368064935,238.6847090663059,252.0162381596757,102.44586519308618,117.71856325901155,206.9572061941773,125.5770642201833,174.06330275229368,242.04770642201885,0.04249080036798528,0.8948367065317387,0.06267249310027599
