type,b_mean,b_std,g_mean,g_std,r_mean,r_std
Blueberry,199.52057386094907,37.555497984139336,164.40895475327133,60.80977953930951,139.07551631720006,77.24422616448615
Bubble Gum,209.09925332362047,18.922470749840514,210.57840101985067,17.289562585194364,250.5997086140958,2.322251854513972
Bubble Gum,209.2491025883242,15.840892838847575,210.54383147553372,14.761585868805403,250.20158700170035,1.6640647239444253
Bubble Gum,196.442502299908,7.340587749840212,197.32658693652255,7.229390440630939,244.76264949402025,2.0883792832671495
Bubble Gum,207.36259842519686,15.128973700046227,209.19704724409448,13.439011813571973,250.59350393700788,1.4853341858603024
Bubble Gum,207.5882974228982,14.898321710595507,208.82467258132658,13.831920600991982,249.30756231516688,2.165725118083309
Bubble Gum,198.80020035618878,33.800703741546464,201.46226625111308,32.30637439247575,247.81979073909173,7.488379549222775
Bubble Gum,222.70745960811274,22.688756376409117,223.69577174286695,21.63533959884583,251.8697146785837,2.434400380485331
Bubble Gum,208.46600796342722,31.182191531340113,211.15941601533697,29.219076174965256,249.37044683674975,4.515542601765849
Bubble Gum,205.96369897410145,16.236203161807204,208.2729751058182,14.477801581284488,250.3415596527728,1.6958407717636372
Bubble Gum,201.82916270721148,16.520412835505812,205.4031253299546,14.683465056874978,250.15521064301552,2.916966565659702
Bubble Gum,210.4057379622073,27.927491827424713,211.79345847196936,27.435445182384534,249.3840165735451,5.600249598818276
Bubble Gum,208.20116279069768,28.473381495660455,211.75747508305648,25.95975006669222,250.4843853820598,3.04799733352383
Bubble Gum,205.17507461956257,17.58732409803867,207.51372510642463,16.381804752276413,249.74277046533248,2.64604483667511
Bubble Gum,201.87079297323922,12.633300495526395,202.3306517813167,11.926607965347559,245.304547693318,1.9903751342385412
Bubble Gum,209.56401004079072,13.317072800489683,211.11578286790083,12.129430585408597,249.81346093504862,1.514245971297171
Bubble Gum,202.84241382795915,13.261573594096188,204.55291620337613,12.172766349983641,250.13625796017385,1.20371759255427
Bubble Gum,207.8227346843699,24.269519442701977,209.87281621243886,23.0639665779719,250.54227812718378,2.7045516637366482
Bubble Gum,210.1522560410578,18.86161205280755,212.30322902558984,16.950528377287775,250.68130301518283,2.076519404618279
Bubble Gum,198.43781186472,8.067148240954854,199.9247828497505,7.459152445555307,246.23692478284974,1.5650889154684586
Bubble Gum,209.85176287712852,18.151351483980235,211.86822581784782,16.633699034074073,250.4987635130361,2.9811133079603795
Bubble Gum,219.01944785961774,21.819592702263762,219.97921090868448,21.03591412171265,251.33441376997877,3.479994944686957
Bubble Gum,200.9089469517023,11.935778562650684,202.2818685669042,11.182392990928872,248.6700976510953,1.7349908379216217
Bubble Gum,189.956411178465,34.613811870437516,193.13179389705127,33.85528820647775,247.31752799753417,9.165306536314827
Bubble Gum,202.30096441636184,15.666566008574,203.55370801463252,15.096486884282115,247.75767653253519,3.918104678857393
Bubble Gum,215.11326442721793,16.574714623580494,216.7424633936262,15.290872843754947,251.24806201550388,1.8752107293662963
Bubble Gum,218.3209336250912,25.929430532975,220.17651349380014,24.391848606349708,251.5309992706054,2.4860563051927884
Bubble Gum,196.9014469014469,5.694023245331811,196.8902538902539,5.316257524427675,243.42669942669943,1.4086109347550682
Bubble Gum,223.47047721757886,22.168659227446746,224.42464276085198,21.073861220945755,251.5532488541386,4.041298443780579
Bubble Gum,214.70466898954703,21.394731168083034,215.74689895470382,20.506344283873336,251.0486411149826,2.0355045176163054
Bubble Gum,218.38386041439477,20.6349997483339,218.3805888767721,20.403192559271066,248.40748818611414,3.68311332827774
Bubble Gum,219.4163802978236,26.08443303812957,220.43298969072166,25.148569536060865,251.50515463917526,3.3622843793415793
Bubble Gum,206.872947529738,17.147359835512905,208.4639859884697,16.351548192733926,249.371743413851,3.230139063408702
Bubble Gum,207.59463215495526,15.886746171672337,209.40840788673674,14.734459198037896,250.02579692521496,1.9196791201564734
Bubble Gum,198.07626262626263,14.922526939981104,199.10631313131313,14.31769973846842,246.64621212121213,2.96368351809174
Bubble Gum,211.041384563304,15.733076158913919,212.99077522004063,14.185228838668698,250.84986459038592,2.056366745720042
Bubble Gum,211.36145360155743,28.946432550382724,213.1570408825438,27.722645942575202,248.33614536015574,4.529510755650592
Bubble Gum,207.0184769469867,14.970159825313127,208.5622517699879,13.72584962993933,248.7300984285961,1.9216272605776998
Buttered Popcorn,189.42374472078836,49.1070491877039,240.41764429845142,20.132786511419532,245.6445330830596,16.77358028828868
Buttered Popcorn,207.82918082295205,36.6225181432652,243.63646659116648,9.205241611833774,248.5864477161193,7.526258386308168
Buttered Popcorn,227.5561877667141,23.052855256791627,247.82029397818872,10.290721684227737,251.75675675675674,7.203543995554029
Buttered Popcorn,205.83434528582885,35.690258212154134,230.79058311375874,26.17652296757549,236.8341161645091,22.231269139492465
Buttered Popcorn,202.0459115579678,26.643351239752473,240.06370673547468,9.971488788664464,245.6565530741169,8.325151634324993
Buttered Popcorn,217.69120521172638,21.358380860134844,241.70618892508142,9.120480510224231,246.35472312703584,8.004532643362186
Buttered Popcorn,193.9218258132214,30.108551005916073,237.59863588667366,9.713010833996606,245.1495278069255,8.271665709338368
Buttered Popcorn,204.67064865468348,25.329373002745562,236.43295746343642,16.54853033682067,242.49302221726023,14.224765586807328
Buttered Popcorn,193.21513867488443,47.75502194104195,245.7168721109399,10.405990130021733,251.00539291217257,7.167808226269619
Buttered Popcorn,195.53264394005785,36.10428107955754,239.4029445272106,14.086706663516116,245.31390763298572,11.983087660305403
Buttered Popcorn,212.32743740010656,23.142901796352543,238.27245604688332,12.395714496053621,244.0411294619073,10.06202461076975
Buttered Popcorn,218.63797349595401,13.880757681764619,241.137211211446,9.941505139463262,245.8850709510965,8.703091316737119
Buttered Popcorn,209.4296332046332,14.7321212323432,238.89893822393822,10.27869929048865,244.60444015444014,8.926669272493104
Buttered Popcorn,216.264152486911,15.906951015523232,239.15052356020942,9.884646510466597,244.71343259162305,8.522131808429549
Buttered Popcorn,218.79996407078056,13.207461369926678,240.2568939189796,8.388747491065098,245.41147938561033,7.271128428663137
Buttered Popcorn,216.87629928700284,24.78157804379009,239.4834636199639,17.818388827060282,244.54651662228332,15.119598973117554
Buttered Popcorn,213.2153766946971,14.198703295068748,239.2565642697786,10.092386319033295,244.95211944396775,8.791754344414183
Buttered Popcorn,184.1081681971967,35.36254535926212,236.5198646689222,8.620488637036738,244.2422426292895,7.635250219416398
Buttered Popcorn,192.63328467153283,31.06212316531127,239.00389294403894,8.365750151614893,245.39328467153285,7.257741812591035
Buttered Popcorn,214.42959065370553,15.95133188842345,236.57379826986534,11.558436216795505,242.13778649781503,9.985640809298351
Buttered Popcorn,194.75185252123623,33.45007769925698,240.64467739020424,8.754616512135765,247.72980300018074,7.137353413638589
Buttered Popcorn,220.5445875059609,24.62113573298684,243.3519313304721,10.475264929122034,248.89222699093943,7.098921022609135
Buttered Popcorn,191.29678225554514,35.46656515126959,239.00781005935644,10.72589972659012,245.6135582630428,8.68210430706795
Buttered Popcorn,206.41828422005432,16.706045605215245,237.59529317107513,11.968334043834757,243.83345066881222,10.572204929819536
Buttered Popcorn,218.2420766089831,15.847627893861636,240.3117830060276,11.362091936830586,245.11510791366908,9.622839431048982
Buttered Popcorn,214.47114223617484,20.85181790512801,240.36826853417048,13.073911620216094,245.30101424776623,11.12367399270174
Buttered Popcorn,215.315461460911,16.426377581671655,241.18568417193657,9.074321201947386,246.39932178535423,7.451533775184403
Buttered Popcorn,212.6292588689849,22.959503625329887,240.0880751668423,14.322109439951412,245.4406392694064,12.203853578376878
Buttered Popcorn,223.02383531960996,17.05512938614307,242.56543878656555,9.87598055240027,246.70465872156012,8.314490866031356
Buttered Popcorn,208.93497044110958,29.714693823106195,240.32878581173262,10.833925289555973,246.19918144611188,8.167047402098461
Buttered Popcorn,211.5030784508441,35.71138500984737,239.8814299900695,11.929020580781032,244.2581926514399,9.447165046652605
Buttered Popcorn,156.5672895234096,77.46424365794945,243.66061305899643,9.149892310313573,249.05154314507664,6.932987266777149
Buttered Popcorn,215.60879475733688,17.960789347750037,240.45559882230032,10.867769510671934,245.28207807009213,9.051704185876437
Buttered Popcorn,205.84486156733928,18.450350783465463,238.73411543876114,10.927566427524889,244.4488972313468,9.445021951098417
Buttered Popcorn,213.72272884681982,20.859052715559073,240.77040286274962,12.636448308162324,246.52083573819692,10.33983335890968
Buttered Popcorn,210.85391047712739,25.067040572734427,240.16851942941466,16.834118279279394,245.0936546974914,14.271538690656895
Buttered Popcorn,211.37460801003493,20.798431386351897,239.35803243436968,12.050796314726915,245.1194337424962,10.10845140403641
Cantaloupe,139.11658456486043,69.7610832752082,180.66379310344828,44.967373898563615,244.83292282430213,6.435450602873447
Cantaloupe,119.09688280656023,54.82683382664754,176.45378516346258,32.3421081057987,246.29260345389378,4.5381183213865315
Cantaloupe,119.61477481617646,49.14242663039672,173.02102481617646,28.863099057187984,244.79469209558823,4.251974492339259
Cantaloupe,98.77366583541148,20.957559412696725,164.50952618453866,13.61344992929764,245.29386533665834,2.8569602233014435
Cantaloupe,105.36697610112581,30.724174220101744,162.3836987293436,20.378442385760174,244.1004016064257,3.1627136695606564
Cantaloupe,99.43800660462324,19.59074890653902,162.22845992194536,12.974690069805334,244.51856299409587,2.9531653333838137
Cantaloupe,109.92889355007866,37.791753774654694,170.03670686942843,21.666256130288687,246.04593602517042,3.1262187768436176
Cantaloupe,107.97226666666667,37.62632098494646,161.44906666666665,24.147169726399724,240.88053333333335,4.168788119132732
Cantaloupe,99.14018101452326,16.563913065699747,162.45074721111345,11.858939247915494,242.63123552936224,2.7033552843067743
Cantaloupe,100.20001979414093,21.800989230599242,164.28028503562945,14.64480562612252,244.02682106096594,3.58299587096742
Cantaloupe,100.61650793650794,19.33599933660464,158.82730158730158,13.167902920425238,243.335873015873,2.729884371596667
Cantaloupe,122.3013468013468,58.737096500304744,176.98631239935588,35.79874538735461,247.89957546479286,3.9007994175003864
Cantaloupe,113.59053655338215,37.23126744765002,166.85608130258987,22.993647854677196,241.10414162386624,4.026653535973914
Cantaloupe,103.27368169887855,18.224187068158855,161.47816750178956,12.747326529505091,236.47077069911717,3.622557492913477
Cantaloupe,101.615993892547,20.134898527151645,166.29611604160704,14.203166920107787,242.79415974806756,3.676500047355391
Cantaloupe,102.18393591230104,22.138967246755858,160.83682934542006,14.619179100703475,244.0024243701908,3.2607581829116814
Cantaloupe,103.82005331753554,27.2725795750901,161.11966824644549,17.848092331953563,240.12292654028437,3.676248920748579
Cantaloupe,104.95929355382658,26.664887789093733,161.11942726976895,18.503492181545646,241.42300979203029,3.827448494653517
Cantaloupe,103.55471546350292,27.24117015995398,157.85769153428515,20.237074622629745,241.83784435954152,3.5296804695438198
