cluster_1_rRGB,cluster_1_gRGB,cluster_1_bRGB,cluster_2_rRGB,cluster_2_gRGB,cluster_2_bRGB,cluster_3_rRGB,cluster_3_gRGB,cluster_3_bRGB,cluster_1_propRGB,cluster_2_propRGB,cluster_3_propRGB
199.3541489570386,203.1203818740592,148.19865297848833,254.9999999999995,254.9999999999992,255.00000000000136,211.0425531914895,212.26595744680847,170.42553191489355,0.9138827466682603,0.04673399868523277,0.0393832546465069
189.58456659619452,200.91649048625794,140.6564482029598,191.0,202.15930902111324,144.17658349328212,194.55555555555554,204.57777777777778,153.9111111111111,0.6256613756613757,0.3445767195767196,0.02976190476190476
251.06029771999505,249.36084416808254,244.420765027328,224.90645897569468,204.42149521483373,151.30657109678415,216.34289200732147,179.91397193410532,106.95790115924541,0.16626460728719572,0.7823866662489426,0.05134872646386165
226.39867789119998,205.63976187432667,150.56092839794624,221.6575860168485,188.9979529170932,115.91929769309375,243.5466531440158,236.91911764705887,218.54107505070868,0.7668963392432009,0.1778702069854074,0.05523345377139176
222.13019271948608,201.52719486081372,150.13747323340482,222.97989949748742,205.54170854271356,161.92763819095487,240.9230769230769,234.61538461538458,218.50000000000006,0.6904198698994678,0.29420461265523357,0.01537551744529864
226.1490479317134,204.34055592033218,147.53687896695246,254.99999999999966,254.99999999999946,255.00000000000134,223.39811912225707,190.4388714733542,111.4231974921633,0.7943324061196105,0.1502086230876217,0.05545897079276773
216.50089126559712,183.8573975044562,115.75401069518746,222.39106037151709,201.37848297213608,148.93943498452037,240.7692307692308,232.65934065934061,212.39560439560438,0.09639175257731959,0.8879725085910652,0.01563573883161512
222.45571559914188,203.040453570334,152.69996935335598,241.65045592705158,237.28267477203642,217.57446808510656,215.2291021671827,181.11145510835905,111.74613003095993,0.9375538741499856,0.031510391724930566,0.030935734125083804
255.0000000000001,254.99999999999972,255.00000000000043,229.71589310829825,209.52461322081555,153.65963431786247,228.40079365079373,205.5416666666665,145.08333333333363,0.3382352941176471,0.3872549019607843,0.27450980392156865
223.96912013536382,202.0380710659899,142.9056683587141,244.29729729729732,238.21621621621625,222.18918918918928,232.85454545454544,218.83636363636364,183.65454545454543,0.9482551143200962,0.029683112715603692,0.02206177296430004
223.36950904392765,200.7829457364341,141.13264427217916,223.39319470699434,200.26275992438562,137.94139886578452,223.69605568445476,201.90023201856147,145.01624129930397,0.5473833097595474,0.2494106553512494,0.20320603488920322
226.73015873015868,199.16507936507935,128.4920634920633,255.00000000000014,255.00000000000054,255.00000000000068,227.45476190476185,203.64404761904797,142.2309523809528,0.18313953488372092,0.32848837209302323,0.4883720930232558
224.114576702737,203.56715467854818,146.31954169319104,254.99999999999977,254.99999999999937,255.00000000000222,218.96363636363625,186.5199999999999,113.81090909090902,0.7030655627657194,0.23539941821436564,0.06153501901991497
252.45323741007496,250.91497710922036,247.22825376063585,225.8331597917518,204.99379255106012,152.4449339207107,221.52945600401046,185.50112810228012,109.841313612438,0.17436920883820384,0.7119030648610121,0.11372772630078404
228.10141790237148,207.4487137857621,152.83665259588028,245.68886083938227,240.382139476174,225.0470179867471,223.23632197078177,189.13334288169435,112.23446004010218,0.8452237554318823,0.04831897537546695,0.10645726919265076
223.31100846805234,201.95073133179366,146.99769053117777,243.76315789473682,237.02631578947367,222.65789473684202,228.5,214.7,177.1,0.9572586588061901,0.02800294767870302,0.014738393515106854
223.74956039496843,203.53340998241683,151.58190179899796,245.99255583126512,241.92493796526185,229.81513647642527,231.97430249632902,220.41556534508078,187.13656387665168,0.832545045045045,0.09070945945945946,0.07674549549549549
228.0731701030939,208.11794673539583,153.9989776632313,247.48690232739463,243.2469568604468,230.6864349011651,223.04706725600377,189.21789511407775,110.88955919245853,0.81165322046426,0.07160538591879284,0.11674139361694709
226.53279467680608,200.18726235741457,140.35646387832693,239.68253968253967,228.3174603174603,199.12698412698407,227.21212121212122,204.55258467023174,152.82709447415323,0.7712609970674487,0.02309384164222874,0.2056451612903226
228.16047745358108,206.44827586206858,150.11538461538498,255.00000000000023,254.9999999999996,255.00000000000037,225.20765027322406,194.03278688524588,119.12021857923517,0.7117684078036501,0.23064820641913153,0.057583385777218374
229.34547461368643,215.78476821192046,177.99227373068456,247.09010600706694,244.52650176678438,232.5901060070675,223.7785748831209,202.51354183459608,149.20457842979246,0.06528318201469953,0.04078397463611472,0.8939328433491858
187.7746922416253,156.1737761236746,144.7689665044361,149.07608528915577,95.26522472771674,73.33348673109452,254.58090614886635,254.18015102480894,254.0415318230899,0.2943704702511377,0.5493847968987021,0.15624473285016013
144.9781355117729,87.76826045170503,66.04841422393064,210.31757508342565,189.05283648498246,183.7430478309234,157.95907717659986,113.53721505081009,94.99780280142791,0.6047373392428976,0.130712780643755,0.2645498801133474
255.00000000000045,255.00000000000094,255.00000000000034,146.03972498090172,95.16501145913038,77.50802139037464,168.13522012578613,132.46540880503153,121.16352201257855,0.29840448469167746,0.5653298835705045,0.13626563173781803
147.34639977759338,106.25382262996811,89.52766194050714,207.1881134133047,186.9291166848406,182.37295528898701,171.84879518072287,141.9548192771085,132.02771084337317,0.507121703567903,0.25906078127203497,0.23381751516006205
200.4938162544174,171.98851590106017,162.85777385159042,254.03230890465034,253.2206461780945,252.97793538218798,151.28102997384988,97.52826393080034,78.1563065781484,0.15355398806294085,0.17213781877373846,0.6743081931633207
143.79591836734818,105.61276818419536,87.92569335426505,204.5112834978855,182.21015514809477,174.6798307475319,167.3489377025567,137.38278718041056,127.32661145120646,0.3129708483458893,0.23223059285948247,0.4547985587946282
170.22036809815964,128.04883435582875,112.84638036809797,207.75765765765777,179.79549549549716,170.64144144143688,148.54117280099825,92.36985339987574,68.93582345601521,0.20169064214741214,0.16471402442038657,0.6335953334322013
146.12447552447526,91.18893833439012,67.30553083279949,222.5060483870965,209.21874999999818,204.25655241935192,172.8771266540641,138.29804662885894,124.72400756143685,0.6876530255334032,0.1735746764603008,0.1387722980062959
198.42894056847507,173.83462532299598,165.9422911283383,147.24840948525238,96.78947368420707,75.00274725274815,253.82525814138165,252.946783161238,252.80222398729234,0.1243573264781491,0.7407883461868038,0.13485432733504712
146.58226815338597,88.34838183301332,64.48334239869148,217.13167760074774,200.5960637300829,195.0974695407665,172.18507333908565,133.1147540983597,117.69327006039744,0.7676409185803758,0.11137787056367432,0.1209812108559499
142.66043165467585,105.94388489208623,88.19280575539585,202.04845814977932,181.10792951541845,173.45374449339215,164.8351920693928,136.05824039653038,125.48203221809172,0.3553169734151329,0.23210633946830267,0.4125766871165644
217.37475238609187,193.29533585448894,184.4471456870238,153.23810814472992,96.41530017616968,74.41164114379586,179.0152827305145,142.0298013245045,129.33647478349434,0.2290712546932376,0.60890374221232,0.16202500309444237
156.6504030547306,118.42469240560038,100.33432329232062,199.32105760151123,175.45514636449298,166.10292728989592,141.05683563748113,89.39109062979813,65.52350230414724,0.3533203417778444,0.15874681457052917,0.4879328436516264
149.58124719605118,95.49834006281007,72.84782413638558,254.81204111600528,254.64464023494958,254.57856093979575,190.27937706465255,157.93770646531485,146.25483718735381,0.7989243456435998,0.04883470778056651,0.15224094657583362
199.19597069597017,171.90293040293008,162.48901098900973,145.13773584905582,94.02814465408873,72.28097484276503,163.65210688591952,123.91109969167586,107.2980472764647,0.11630134071078953,0.6766333262396255,0.20706533304958502
254.96414950419398,254.93211289092653,254.92219679633985,147.66236494597655,97.32578031212896,77.6974789915989,194.6284722222225,166.64409722222217,157.30034722222265,0.15331540170740265,0.7793240556660039,0.06736054262659338
200.2569493941549,175.75267284390637,168.90163934426127,249.63132832080657,245.6325814536359,244.61002506266686,148.78459937565486,95.30345993756686,75.43509365245568,0.19386909693454846,0.27533830433581885,0.5307925987296327
245.0043495452731,240.37801502569843,238.60656385923005,149.53522415370367,97.64935956083829,76.62808783165669,204.57539844707816,180.77196567225258,171.79566816510163,0.2706461275139067,0.4676936243046641,0.2616602481814292
203.72727272727343,178.1674057649668,169.92350332594003,146.01678376268478,96.53486859224257,76.61904761905005,171.96055276381978,136.26733668341714,125.19145728643035,0.13392724573125464,0.5706013363028953,0.29547141796585
143.7221494102219,85.21374955319838,65.39068271178137,196.88394415357644,167.45113438045308,156.9328097731228,155.1914931801858,104.5987078248379,83.90380473797606,0.5562173251273906,0.07583879293230097,0.36794388194030836
149.63628639148084,95.67157103886356,75.51442243191953,231.92611628653418,220.979762287184,217.14005782203782,189.26871841984385,158.9591180523668,149.22760679834266,0.7496982700818023,0.1041303473246614,0.14617138259353626
148.0021666338391,96.7683671459519,71.28619263344429,202.68872987477624,176.76744186046474,166.06618962432907,164.05263157894726,124.29774436090203,105.00150375939893,0.728825724949756,0.08024691358024691,0.19092736146999714
140.19170984456073,90.36827421283552,70.21681944997943,204.33333333333434,179.349917081262,169.4900497512431,158.04157684016027,117.55774561133332,98.9365568216815,0.528877626438602,0.12733607855559076,0.3437862950058072
5.037775133847319,196.38459250446095,220.7760261748956,254.9999999999984,254.99999999999915,255.00000000000026,8.537234042553294,169.8882978723403,182.41489361702122,0.6200663961637772,0.34526005164146073,0.03467355219476208
7.43853315598691,194.74425232757193,220.0204256127678,247.41772151897948,250.93737508327973,252.49633577614887,144.69723183390914,211.0865051903114,229.83044982698965,0.7462072876790018,0.21281724089040124,0.04097547143059691
1.2256862191861728e-13,191.25786924939467,216.77602905569006,152.21428571428567,213.28571428571428,230.21428571428572,20.45278450363208,191.95157384987894,217.1912832929782,0.659217877094972,0.0111731843575419,0.329608938547486
7.732716551435313,189.55906872712396,214.39838348922342,188.24559082891668,224.23280423280292,237.07848324515012,95.09308176100751,200.4006289308176,223.12389937106929,0.8357416064598385,0.0964300892477688,0.06782830429239269
196.16190476190528,225.25714285714275,236.94285714285718,8.733519034355297,192.95264623955416,218.0408542246983,92.65137614678903,199.89908256880733,221.52293577981652,0.1504297994269341,0.7714899713467048,0.07808022922636103
10.993678887485387,191.43868520859658,216.35145385587867,200.1007653061236,225.9719387755101,236.10331632653066,87.40990990991004,197.96396396396398,221.91666666666666,0.5629893238434164,0.27900355871886123,0.15800711743772242
5.669193154034422,190.29975550122256,215.5701711491444,133.09259259259267,207.40740740740742,227.1851851851852,7.309210526315788,155.85526315789474,168.0065789473685,0.952048417132216,0.012569832402234637,0.035381750465549346
5.699793737108163,189.57772360772532,213.47046690418162,67.98159509202445,197.49386503067487,220.9049079754601,181.24390243902494,226.11707317073157,238.02439024390253,0.9094474761255116,0.055593451568894954,0.034959072305593454
93.38081395348837,199.8430232558139,223.6075581395349,195.71774193548197,226.14170506912467,237.5610599078341,13.848043676067434,191.89262966333052,218.02638762511378,0.14885331025530074,0.37559498052791,0.47555170921678924
8.00616740087996,192.12378854625487,216.87488986784103,254.60836501901008,254.76299112800947,254.89480354879558,94.23333333333339,201.79999999999998,225.14166666666668,0.7140610254797106,0.24819125511167034,0.03774771940861906
7.836831059811644,191.44858342077669,217.2565582371456,194.04268292682977,231.10365853658556,240.80081300812984,103.65100671140964,203.53020134228188,223.3993288590604,0.706973293768546,0.1824925816023739,0.11053412462908012
8.807655572700142,191.9443097494674,216.7193446477115,240.12540192926204,247.3263665594822,250.9119774919629,11.129597197898491,113.82837127845936,118.89141856392419,0.816496700659868,0.149250149970006,0.034253149370125975
10.326950328852728,192.8309896684953,217.54764240640745,184.5195494186176,223.65545058140225,236.38270348837284,8.421276595751635,157.68257129923637,171.1777274784896,0.7689441919380076,0.12818530660904554,0.10287050145294688
10.86409090908964,191.4995454545451,218.03000000000023,207.73008507347134,229.87625676720768,239.939675174014,96.90458715596343,199.49357798165133,224.39999999999998,0.5448241703813769,0.3202080237741456,0.13496780584447746
112.6471172962227,202.96222664015895,225.33001988071567,7.381661568180874,191.6688938979235,216.69996779906586,212.30137807069684,232.53325344517717,240.95086878370242,0.06643704047161687,0.8228124793005233,0.11075048022785984
9.456876456882853,191.0394605394594,217.193306693306,225.9523510971838,239.0263322884006,245.12852664576758,130.4870466321232,205.3108808290156,227.3704663212435,0.717305625223934,0.19037382061387795,0.09232055416218798
6.850815850815444,191.61771561771542,217.16006216006207,251.91954022988466,253.35057471264346,254.07758620689646,143.8148148148146,209.23456790123456,228.5185185185185,0.75,0.20279720279720279,0.0472027972027972
11.3649200890126,193.37770584665193,218.26785353024314,221.97589151179258,238.77599196384332,245.51297505441497,7.70189742069239,162.8655499555324,178.20130447673193,0.6602286691243254,0.1595608270556179,0.18021050382005663
9.052011586755334,189.94296749276185,214.18429353073708,197.24302227235674,227.48632647307832,238.6732449957719,107.38613861386051,202.88587806149025,225.28087545596685,0.73972667968192,0.1688491024236941,0.09142421789438598
21.131531531531422,192.13603603603602,217.42882882882884,100.72463768115949,202.76811594202897,225.65217391304347,-8.881784197001252e-14,191.2152466367713,216.58183856502242,0.37462031724603445,0.023287208909888626,0.6020924738440769
9.399122807020206,189.5714285714279,213.4855889724312,254.90620871862876,254.9564068692199,254.98678996036983,109.56375838926168,200.8255033557047,224.60402684563758,0.6378896882494005,0.3025579536370903,0.059552358113509195
5.942662389737187,192.73055332798668,216.31435445068158,255.00000000000193,255.00000000000017,255.0000000000005,2.4956521739129798,166.87246376811618,178.1884057971013,0.6661324786324786,0.24172008547008547,0.0921474358974359
8.048293089091057,163.28830141548562,176.7920482930927,177.23474576269567,222.50711864406537,235.40033898305293,9.95386103051726,193.59851729060208,218.43320900676923,0.08873619269274816,0.10898075289076065,0.8022830544164912
112.39090909090962,201.969696969697,225.44848484848484,214.531740104557,233.01269604182227,241.5235250186708,11.007690116777638,192.15807462261466,218.40558245514106,0.11996370235934664,0.2426497277676951,0.6373865698729583
254.99999999999994,254.9999999999998,255.00000000000028,250.82699564586355,237.58113207547154,217.14629898403527,242.23611111111114,217.41666666666663,180.48611111111103,0.26422594142259415,0.7207112970711297,0.01506276150627615
249.22110091743122,226.2770642201831,197.21376146789078,251.82560879811473,239.29746006808057,219.1606441476834,253.9663141402273,246.87211124167604,235.76086956521846,0.07879138354778083,0.5521179702183028,0.36909064623391646
248.06012658227849,231.5047468354431,207.61708860759484,255.0000000000001,254.9999999999997,254.9999999999999,248.93086660175268,234.8081791626096,213.07692307692295,0.2328666175386883,0.38872512896094324,0.37840825350036844
253.0019741171312,246.38385610879516,236.3836367624471,234.53245686113516,219.15612161051746,191.6557107641743,248.70605987445677,236.83691453404163,217.8103573153066,0.32425320056899004,0.08648648648648649,0.5892603129445235
199.9212827988341,225.90670553935865,210.134110787172,249.45672173310905,238.1791472944896,218.45533682856905,253.63987034035682,248.75429497568896,241.0447325769848,0.025337962620964764,0.7480239344020093,0.22663810297702594
248.92967628767357,235.64375697655927,214.3206825067765,251.97358881408607,241.9827377869842,225.51458656999802,253.88570127504562,249.4904371584701,242.7613843351545,0.43976157082748946,0.40624123422159886,0.15399719495091163
248.95909027874083,236.96366662044056,218.60255165719008,252.32787916928888,246.8820012586528,238.11516677155382,128.7173913043478,211.90217391304347,205.804347826087,0.6875298158572656,0.303692395763763,0.008777788378971472
253.53919167176963,244.0563380281687,228.71249234537711,249.96695402298843,234.68247126436748,209.57471264367877,252.14788732394368,240.26989436619718,220.4466549295774,0.2784313725490196,0.23734015345268542,0.484228473998295
250.09886714727082,240.98514050316325,225.04148889215804,253.51156205757445,249.33647947144888,243.1632845681927,247.2565022421527,234.29955156950643,213.01291479820728,0.46904975502035745,0.1462286936719343,0.38472155130770824
251.66946917243652,241.61391361688112,224.71480382459592,253.8026652998463,249.49564325986663,243.25986673500728,249.62032462949915,235.84262526464389,213.50476358503832,0.4432590427475338,0.14256485202776764,0.41417610522469855
249.0153301886792,234.01415094339632,209.608490566038,254.99999999999991,255.0000000000001,255.0000000000005,249.97442046362906,237.30775379696252,216.4972022382096,0.2782152230971129,0.3113517060367454,0.4104330708661417
252.65664502903996,242.68841817560644,226.74222753672694,254.49696969696964,252.80249554367174,250.21390374331543,251.12254160363082,233.57450832072593,210.54311649016634,0.5179155976289481,0.24816420419357693,0.233920198177475
251.4653366583541,238.74297589359935,217.57855361596,250.1972527472527,233.77912087912102,206.22417582417575,253.28489847715755,243.4026015228424,227.008407360406,0.427540844472735,0.12660018388853525,0.44585897163872973
252.38699360341158,242.63610518834415,227.69296375266555,253.7888888888889,222.04444444444442,173.16666666666674,249.31202830188687,235.97429245283018,216.1990566037734,0.3938969764837626,0.012597984322508398,0.593505039193729
251.46282228360963,241.83563535911588,225.83920349907888,253.1979899497488,249.64371859296477,243.928140703518,248.84184914841845,235.4825628548261,213.3732765612334,0.5566303651505445,0.12741832158872518,0.3159513132607303
249.54584078711997,237.34838998211038,217.60286225402413,255.00000000000009,254.99999999999952,254.99999999999912,252.45615671641795,242.98787313432837,227.68470149253727,0.4772678762006403,0.17950907150480255,0.3432230522945571
253.2469879518073,243.35495829471725,227.28544949026892,250.57514124293795,237.0768361581923,215.35677966101656,254.99999999999997,254.99999999999997,255.00000000000003,0.5036760415451045,0.4131170498307854,0.08320690862411016
253.27942012507114,247.4488345650932,239.20722001137113,243.32631578947374,216.24736842105264,177.19473684210516,248.81725518747723,237.00970755976167,218.16599927193406,0.29441794292409407,0.015900912210226797,0.6896811448656791
253.24087193460494,243.19237057220715,227.16457765667582,255.0,255.00000000000009,255.00000000000009,250.57121439280368,236.59745127436273,214.11394302848552,0.5345179143606176,0.07690066996795805,0.3885814156714244
248.86642599277982,236.1308664259926,215.28128760529503,255.00000000000003,255.00000000000003,255.00000000000017,251.7012898845893,242.3414799728444,226.39816700611013,0.5050136736554239,0.04740200546946217,0.44758432087511396
249.97274275979558,235.9420783645656,214.21294718909712,252.21493212669682,240.4411764705883,222.7149321266968,246.6,230.21379310344827,204.648275862069,0.5,0.37649063032367974,0.12350936967632027
251.02965069049557,239.48659626320054,220.7924451665316,255.00000000000009,255.0000000000001,254.99999999999977,248.63690476190484,234.28809523809514,208.97738095238122,0.5994643291940589,0.19600681762843924,0.20452885317750183
253.63272622974347,247.33041732396418,237.7589272909785,250.4807549412988,237.43319958389026,216.47495913211463,228.1465968586387,195.60994764397918,139.7172774869104,0.3350309902464806,0.646615096334022,0.01835391341949743
251.05803571428572,240.12165178571428,221.34375000000003,253.22146739130434,244.32472826086956,230.05163043478248,249.29486166007905,235.87272727272722,213.50118577075082,0.4721856050619562,0.1940416556815186,0.3337727392565252
247.32335329341325,235.32814371257504,214.8830339321354,254.99999999999991,255.00000000000028,254.99999999999966,213.49367088607596,226.41772151898738,208.18987341772154,0.6799674267100977,0.2985884907709012,0.021444082519001085
249.47345264727824,235.6181953765844,214.58941088739738,220.7581699346406,178.09150326797368,124.84313725490222,253.11100893326335,245.08302679978956,232.56450341565784,0.6332939787485242,0.007225501770956317,0.35948051948051946
250.3205649988027,235.25903758678442,209.90016758439145,253.57387293557477,243.4244904032142,226.20874869810953,255.0,254.9664710813079,254.8742665549033,0.3454635679430982,0.5558680009924737,0.09866843106442809
252.30463836477986,241.04618710691824,222.42040094339626,249.66279069767435,234.15116279069753,208.80361757105905,254.0440939813325,245.46797553910494,231.92372063083283,0.5222210818023196,0.15888330083136612,0.3188956173663143
249.25182149362473,236.82923497267734,215.712355798422,239.65271966527192,222.47280334728043,176.60251046025104,252.58479874951146,242.9693239546699,227.17799921844528,0.5515278359146086,0.02000837170364169,0.4284637923817497
253.22928893134988,243.4776852736457,227.6306810427188,250.0221591916327,235.9425633752884,214.05389115405077,245.6737588652483,206.43262411347536,167.57446808510645,0.5529811320754717,0.4257358490566038,0.021283018867924528
252.4327852178336,242.46431598576052,226.10374639769435,249.81836214225007,236.72343440068047,215.60257863417527,254.34477892756362,251.44308560677368,247.26575729068782,0.3911025658025592,0.46794404296227543,0.14095339123516543
193.0166330645134,208.3402217741911,225.7510080645156,89.16389963799466,126.53938334789393,177.1526650855066,133.05440613026715,164.90344827586088,202.34444444444537,0.15731852439508132,0.6355414518048393,0.20714002380007934
132.98534278959767,158.56264775413672,192.8709219858155,88.5400278454612,124.86982248520926,173.31343543334543,193.3786622443363,206.22940851299234,222.5179657269208,0.21851085832471562,0.5944157187176835,0.18707342295760082
85.80218687872807,120.02186878727653,166.8608349900599,180.01590909090956,195.09772727272747,209.96363636363662,126.63896848137539,152.6676217765044,185.4756446991404,0.5610027855153203,0.24512534818941503,0.19387186629526462
89.80963541666289,127.11692708333467,178.08854166666785,254.99999999999613,255.0000000000013,255.0000000000012,154.2139037433154,183.14705882352948,212.40909090909093,0.6666666666666666,0.26840277777777777,0.06493055555555556
192.0383400992318,207.65764546684434,224.68967072620643,84.6830713421991,125.52527206771185,174.27847642079786,129.53419946503647,159.4340848299584,195.73977837218217,0.16926129426129427,0.6309523809523809,0.1997863247863248
131.860516199891,159.7462932454696,201.68478857770438,194.40403155127245,209.02234881682767,227.65731814198006,92.03167994207263,120.76737871108014,177.72112599565452,0.12038809319516863,0.1504191142498845,0.7291927925549468
133.35489220563875,156.01741293532353,188.66915422885566,185.79446219382396,203.79233226836988,218.39829605963763,90.45092024539956,125.5877300613488,169.35705521472389,0.22312673450508788,0.17372802960222017,0.603145235892692
177.33722438391766,197.94552529182883,213.55771725032358,121.54921700223687,148.81767337807617,180.3322147651007,79.147046501886,123.01173020527858,166.6447423544191,0.19027640671273446,0.22063178677196446,0.5890918065153011
86.19012374234018,122.45946571064896,169.31872325662047,197.91715976331227,210.3570019723852,224.57988165680445,130.54224137930973,157.805603448276,192.25818965517217,0.6922645739910314,0.12187700192184497,0.18585842408712364
161.7984570877535,188.01832208293163,214.21118611379,92.91729174891209,123.2801026450829,179.07283853138432,254.999999999998,254.99999999999832,254.99999999999926,0.14236635976363887,0.6963034217397279,0.16133021849663323
85.39598518341776,126.05149958178706,175.20480344127338,127.19152691968259,157.8473080317738,195.78420123565724,194.87583742742538,210.28941491737135,227.4604734256381,0.6495261767904303,0.17655740251670032,0.17391642069286936
150.37500000000003,184.29687500000006,216.015625,87.69890795631845,116.02106084243314,170.02574102964138,255.00000000000017,254.99999999999943,255.00000000000023,0.036056338028169016,0.7222535211267606,0.24169014084507043
142.16371681416035,170.30457227138692,202.24336283185792,84.01175538237985,122.08651433100043,169.97041341962677,104.22191109555429,140.05985299264992,182.57052852642644,0.11507128309572301,0.6425661914460286,0.24236252545824846
88.61023784901474,122.96411582212721,175.38273009307028,193.5856672158146,208.86696869851542,225.9538714991756,134.8132398071012,162.1613327487948,198.60850504164898,0.6725780652340219,0.168857361429863,0.15856457333611518
163.32375613174685,195.4954449894876,222.93447792571857,91.00744856940392,130.82265310948407,180.548001891702,253.97163120567507,254.54787234042487,254.9343971631198,0.2404008083529808,0.7121084540249242,0.047490737622094985
166.828264758498,188.14669051878406,211.05008944543874,82.6797658862885,120.86571906354568,170.9001672240807,106.48579387186655,143.6356545961007,185.8791086350979,0.06707463402927766,0.7175425965922726,0.21538276937844972
119.63816310372155,157.56017418844078,200.17854315122807,175.1086226203773,199.31634938410087,222.97872340425477,84.61546831081662,126.964003989484,178.89436938979003,0.16465680203376573,0.11635486604523824,0.718988331920996
174.1787003610107,196.2427797833938,218.3817689530685,92.87076648841546,129.9646464646439,175.8036244800959,254.99999999999994,254.9999999999978,255.00000000000068,0.19186147186147187,0.5828571428571429,0.22528138528138528
135.57894736841985,164.27909222597745,202.9290197971994,87.41162837565093,125.45425231761487,177.63895606610245,197.40634441087442,212.51661631420217,231.09466263846983,0.14805807882125743,0.7100350475645519,0.1419068736141907
90.93911764706174,127.30602941176348,180.43235294117636,171.94542536115776,195.46629213483237,219.3523274478335,254.91694352159683,254.9601328903664,254.99003322259168,0.7861933395004626,0.14419518963922295,0.06961147086031452
255.00000000000148,255.00000000000006,254.99999999999943,87.01354401805818,125.55229495861559,179.41459744168526,87.19436997319048,115.50268096514753,168.86997319034847,0.3117744610281924,0.4407960199004975,0.2474295190713101
