type,y_mean,y_std,u_mean,u_std,v_mean,v_std
7UP(R),133.0032679738562,93.54816102728124,112.11519607843137,11.574616695597587,127.82352941176471,0.8985353397391894
7UP(R),143.30638580797245,88.56063017766064,111.31164435310828,11.59642820836824,127.14385445314153,1.1696347107344829
7UP(R),131.48022256818314,92.06197051787467,112.66950642910685,11.589808971626368,128.22115550942743,1.1223579505551553
7UP(R),130.3918553722859,93.91276347060412,112.85579163172117,11.236880390087624,127.23091976516633,1.2238802417471322
7UP(R),154.34617718446603,86.58022514723403,112.756809600863,9.699189974096184,129.0672195253506,1.0695533266663995
7UP(R),120.87564347532876,98.6050378595464,115.65212993143756,10.899431667328594,128.44689221085758,1.111799071510152
7UP(R),116.9,106.71291279679211,119.79818181818182,9.187435245550555,128.00939393939393,0.7821316613722045
7UP(R),144.2584114726972,96.89239638787691,115.80253723110866,10.877858420741518,127.82956425813569,0.5574226382768294
7UP(R),138.81289556962025,88.21620152211156,111.92787447257383,10.398567909811435,127.56030239099859,1.0273010499544923
7UP(R),145.4571134868421,92.78009098108016,114.15390625,10.366350486342078,128.24736842105264,0.8687708625606347
7UP(R),132.45719921104538,94.80413548456679,115.14017094017095,10.106979236824095,128.62314266929653,0.8403004135644954
7UP(R),75.99935974389756,96.63321432527518,119.20688275310124,12.106788441911814,127.37765106042417,1.1161160381851671
7UP(R),156.64315476190475,82.0480879296076,111.875,9.476937859376108,128.1877232142857,1.1476351957121598
7UP(R),115.27152051488335,96.3413408230853,114.35800482703138,11.96135575613326,127.67860016090104,0.8384214139527959
7UP(R),148.56871890547265,87.80050266943557,111.70211442786069,10.67413100180163,128.13176305970148,0.7952586885223198
7UP(R),151.21157720109017,87.34475429065182,111.98054666824663,10.740841677802933,127.92315440218036,1.4863202482821543
7UP(R),129.01206907222877,95.95482726686686,113.89868168595655,11.360269019441834,127.8216871944049,0.8298778278026533
7UP(R),147.3243448275862,91.23512391023304,113.95772413793104,10.550957089767119,127.18096551724138,0.9571201950520406
7UP(R),141.966515521451,84.18284198321201,109.92396232996163,10.8933284829302,126.32612486920125,1.2863579841456438
7UP(R),146.98057395143488,88.10643960512381,111.57898454746137,10.768388854761655,130.43624724061812,1.6879581433906956
7UP(R),150.6125,78.24678407928342,108.84322916666666,10.004265027434514,127.1859375,0.6126361721503908
A&W(R) Cream Soda,147.13738738738738,98.01815621441972,112.03404618210443,13.334840936995672,139.02787982156914,9.400648917060332
A&W(R) Cream Soda,138.81309858619642,95.95454461326332,109.08917034052904,14.02655358457489,140.99893584676192,9.9025138967978
A&W(R) Cream Soda,141.57962962962964,93.67906005541975,111.18744855967078,11.424526305675972,139.79382716049383,7.998037501247482
A&W(R) Cream Soda,154.91432942376338,94.79049097169703,110.03901070882203,14.204083914044341,140.16993880673127,9.699569637031798
A&W(R) Cream Soda,108.11759259259259,100.1360438757857,113.63722222222222,13.5434917972334,138.1513888888889,9.691106457329006
A&W(R) Cream Soda,122.13299614920398,99.87619505744246,113.14989367205011,12.543703878862559,138.24495660670152,8.778228856273268
A&W(R) Cream Soda,111.81726579520698,112.94464343062087,118.57625272331154,13.434082688410486,134.21949891067538,8.882387592025363
A&W(R) Cream Soda,107.78103741496598,101.63078274304782,112.98511904761905,14.47121349624332,137.83567176870747,9.481453143658596
A&W(R) Cream Soda,130.2795107033639,95.89116940146027,108.78960244648319,14.169196534136681,140.70428134556576,9.372107750577175
A&W(R) Cream Soda,138.06428049671294,108.01067008716352,114.69393718042366,15.654150171390874,137.13440467494522,10.773763194319928
A&W(R) Cream Soda,140.10365497076023,103.71069149562565,113.60555555555555,14.521499431669914,137.5014619883041,9.694379403274713
A&W(R) Cream Soda,148.29203203203204,97.96821379145618,111.67591591591592,14.055298857117903,139.5746146146146,10.193522262826987
A&W(R) Cream Soda,123.66741298966069,101.93733533215837,111.72552606669579,14.26507199781675,139.11958460754332,9.971329119761572
A&W(R) Cream Soda,112.22466422466422,101.1449794717637,113.35205535205536,13.484739745031721,137.97395197395198,9.164892334134047
A&W(R) Cream Soda,159.26213842975207,89.02827101343705,110.28805096418733,11.357961391579444,140.2106146694215,7.943180361616355
A&W(R) Cream Soda,122.49118341449018,102.99631269795628,112.33890774351156,14.357988009633573,138.56509763415474,9.909535209411098
A&W(R) Cream Soda,131.67880952380952,96.80549683582223,109.21833333333333,14.028616911881137,141.84785714285715,10.382858821775685
A&W(R) Cream Soda,162.96242911153118,95.60701877129013,111.50425330812854,14.268687572701497,139.16280718336483,9.725762684467465
A&W(R) Cream Soda,132.06776989755713,98.60931738248698,111.83534974273397,12.712498530529407,139.14634033282343,8.816992133319559
A&W(R) Root Beer,105.19198034044594,80.89679414082994,119.14546871253896,7.964520444868396,146.09128506353392,16.073543020574235
A&W(R) Root Beer,80.54555177442877,62.44410619538845,117.69581915410792,8.316443640746673,149.44603791929995,16.764853451024926
A&W(R) Root Beer,104.26944045911047,91.2260628699153,121.3896700143472,7.306427431627209,142.52568149210904,15.928489329241243
A&W(R) Root Beer,91.08438141111408,74.27281228331701,121.67558647756668,5.957787973421932,141.64365355454464,11.730355091500344
A&W(R) Root Beer,82.73739930955121,83.7960041991381,121.04411200613733,7.859007061361078,142.99286536248562,16.70458211953126
A&W(R) Root Beer,92.2183872305141,73.76184789596515,121.92226368159204,5.249473812385685,140.6821102819237,10.300360812133865
A&W(R) Root Beer,75.99512195121952,66.49984975807479,118.59250446162999,8.431861670423629,147.16091612135634,16.742678835243627
A&W(R) Root Beer,85.19153956834532,70.39465339258959,118.159654676259,8.673695014495985,147.4131798561151,16.734471004981682
A&W(R) Root Beer,91.5212311199772,77.87816966169085,119.05656882302651,8.32767536583616,145.7343260188088,16.194392770481596
A&W(R) Root Beer,70.93472860514221,64.31990423438654,118.10647745621662,9.133281949843633,147.9747236368153,18.105577344358878
A&W(R) Root Beer,62.98606741573034,73.62988086670312,123.7361797752809,5.2629353764481674,136.5903370786517,10.18756881269247
A&W(R) Root Beer,101.22211783246455,69.30352061770502,117.4241120135774,7.681865739138476,150.11865074554493,15.770995029683636
A&W(R) Root Beer,75.7417461482025,64.58792766138421,118.97175348495965,7.946199436205294,145.17975055025678,14.858045862887675
A&W(R) Root Beer,76.23109243697479,67.79084548919504,118.3765756302521,8.631393885262296,147.24094012605042,17.09578006716741
A&W(R) Root Beer,75.38752074344507,61.87775688784253,118.53355459674742,7.889517924020328,146.8260205774975,15.388805462094536
A&W(R) Root Beer,72.71938013442868,78.6097339498079,121.08127956186209,7.875342925513571,142.29393826238487,16.161804630094426
A&W(R) Root Beer,103.6854566453447,91.47916592558704,121.36762615493959,7.72539059357401,142.32707000710732,15.997641061250073
A&W(R) Root Beer,113.82543988269795,90.5773504006288,121.04428152492669,7.493179958563533,142.24024926686218,14.991360422853402
A&W(R) Root Beer,79.33442028985507,67.25250205483027,120.0518115942029,7.0408381969214355,144.78777173913045,14.347539142833638
A&W(R) Root Beer,72.7028219072496,56.34706333466709,117.42298634008479,8.205956283965238,150.48670406371772,17.22587557313082
A&W(R) Root Beer,91.78389589456718,68.06016487582023,118.01246800037926,7.870896740400778,149.2001991087513,16.33201137582151
A&W(R) Root Beer,87.94238466399831,56.4058369460585,115.50653044027807,8.107822836194174,150.89035180113757,14.695443592449642
A&W(R) Root Beer,66.09214743589743,64.4844390723563,120.21365613553114,7.602735846793325,143.47086767399267,14.963335019216974
Berry Blue,129.1592440861636,93.39982638369756,145.9463459759482,19.18453236530988,72.11299061715343,59.66833399998802
Berry Blue,124.56189770200149,82.29875835317272,150.23821878640263,18.706893338999254,60.7123795404003,57.447307510377364
Berry Blue,108.68424317617865,58.54345737865652,157.39454094292805,15.935607708132125,38.48697270471464,48.805754694828366
Berry Blue,98.7790664619933,72.42926699945161,150.80337142532264,17.608588662431938,59.6142759679345,53.98518892112689
Berry Blue,75.95285010555946,79.85755192999146,144.03553835327233,17.987283515613143,80.12807881773399,54.99212207450247
Berry Blue,102.35336538461539,85.7194378758873,144.89750874125875,16.840760599505405,79.09156468531468,51.338088705389
Berry Blue,89.73224043715847,65.87861377951955,152.4482392228294,18.06894704274724,53.53718882817243,55.056310370268136
Berry Blue,89.92577319587629,69.23035633750646,150.9298969072165,17.933604903950865,57.71698317959848,55.2990644764731
Berry Blue,111.26225895316804,88.94739264451776,144.04573002754822,16.136576258227244,82.92038567493113,48.6135488586631
Berry Blue,107.47607655502392,90.7323727384912,145.7238835725678,18.70757602862614,74.03030303030303,57.2576220766553
Berry Blue,106.86211211211211,78.85736325596442,149.10935935935936,17.455027369513356,65.31681681681681,53.27160210720667
Berry Blue,96.21294559099437,81.1652895187073,147.84472795497186,18.562676632500082,67.45223264540337,56.94468389670778
Berry Blue,112.87887464387464,67.35121769670761,153.37671652421653,16.41351071368132,50.7493660968661,51.19576412012209
Berry Blue,98.01556310130164,89.80560680171777,143.21477079796264,16.95063398076436,84.89275608375779,50.862805676536546
Berry Blue,104.58832930003196,74.35028916043755,151.07474544541344,17.79745491566381,58.709510981233734,54.879288943179894
Berry Blue,104.99528447742733,83.65704845228385,147.44186765615336,18.097435823927146,71.05573593073593,54.902790361567554
Berry Blue,106.72301886792452,87.09097541326315,147.16679245283018,18.832351507354222,70.23056603773585,57.438873576984506
Berry Blue,111.14046236014191,75.3506457347475,150.60829987135006,17.33515103547831,58.883805699582865,53.771839036624655
Berry Blue,102.80618401206637,78.31667944637086,148.59024635495223,17.40218733585061,66.68420060331825,53.65261303161422
Berry Blue,89.03488869863014,67.86804360455821,151.88484589041096,18.28408600873668,55.65732020547945,55.58679881417658
Berry Blue,101.04959816303099,95.86645333024978,142.33593570608497,17.806405831834518,84.57198622273249,54.4054223810371
Berry Blue,88.95609126130005,90.60094213964592,142.91347395609125,18.104877833009205,81.01477973884344,56.86937082114751
Berry Blue,109.93765458540022,67.34247384727163,153.57152726921004,16.686958413808803,49.9546917964378,51.845467771268225
Berry Blue,98.9426724137931,86.93765323353718,144.94579741379312,17.589511642972614,79.05269396551724,53.17699507533826
Birthday Cake Remix(TM),170.77336860670195,111.32150750275262,122.32833627278072,5.671210139934379,133.43283362727806,5.416762378311445
Birthday Cake Remix(TM),176.7601581027668,107.86791646917337,121.29586297760211,5.124479601426952,134.4215019762846,5.267479601676728
Birthday Cake Remix(TM),164.96299074768692,113.78650171549712,123.02750687671919,5.93759693185901,132.75918979744935,5.696655853719343
Birthday Cake Remix(TM),159.73447131341868,113.15418951168881,122.15689900426743,5.3152304544596305,133.47776197249883,6.352547792791596
Birthday Cake Remix(TM),172.06128691983122,109.0599694668763,121.88860759493672,5.193546888672214,133.19050632911393,5.566134277798475
Birthday Cake Remix(TM),171.45853245718837,109.69145738504216,121.66741338112305,4.735670229320483,133.96161887694146,4.444541935277757
Birthday Cake Remix(TM),158.65128269617705,114.27702935187587,122.76653672032194,4.716871600311233,132.82149144869214,6.524775826528142
Birthday Cake Remix(TM),161.49115599680474,113.55622338523943,121.08564418578112,5.180902087307893,134.38137624101336,4.7624194606641135
Birthday Cake Remix(TM),167.18061547310901,110.96505002801617,122.0445307257214,4.753907570106083,133.47310900201322,4.600221398629553
Birthday Cake Remix(TM),159.23693211928506,114.53792515781576,121.94522329816448,5.053878039099314,133.6517319458496,4.679368172935581
Birthday Cake Remix(TM),132.69623655913978,121.09936537439096,123.59874551971326,5.80020688079063,132.05752688172043,5.274618569351224
Birthday Cake Remix(TM),187.49548509742684,103.38688496880766,122.19587208907598,4.982254537577271,133.72917373888248,5.306254429888365
Birthday Cake Remix(TM),164.38886748844376,112.59932131389914,120.9653312788906,5.213410902812477,134.44390408320493,4.7491415586354835
Birthday Cake Remix(TM),175.94406814449917,106.19852685238948,120.93093185550082,4.831377893524386,134.92456896551724,4.715832500088301
Birthday Cake Remix(TM),176.35682593059641,107.58979745262985,121.71883611227874,4.7267662370912165,133.82845266451824,4.381896142961991
Birthday Cake Remix(TM),128.6571170764719,121.62276960591377,123.94490187232122,4.744707293429077,131.80430859463118,4.460752924023725
Birthday Cake Remix(TM),169.60528031290744,111.57108528290674,121.79441003911343,4.910279579111164,133.83499022164276,4.624674970069046
Birthday Cake Remix(TM),150.12544316996872,116.88404907087165,122.76642335766424,4.929373857163604,133.038842544317,4.727419090449987
Birthday Cake Remix(TM),164.37297830374754,113.5823100809235,121.8723865877712,5.0413367040661825,133.74990138067062,4.71902596990869
Birthday Cake Remix(TM),181.53685897435898,103.9279301586298,121.06673534798534,4.579203433528256,134.38392857142858,4.268601604495507
Birthday Cake Remix(TM),155.26662971175168,113.77478714633247,120.88414634146342,5.384484700579926,134.81929046563192,5.111998878545944
Birthday Cake Remix(TM),171.41497418244407,110.52627392815555,121.97452667814113,5.54009373073503,133.59672977624786,5.025479620473206
Birthday Cake Remix(TM),165.7507757311679,112.11106964778641,121.610681983231,5.867854403476367,134.02257872846107,5.38191061906372
Birthday Cake Remix(TM),191.79957983193276,96.88446380898515,120.08256302521008,4.286154981255198,135.24894957983193,3.932144911177591
Birthday Cake Remix(TM),120.4760551948052,121.04255459087271,124.33157467532467,5.112880433759568,131.1730248917749,4.782494531650595
Birthday Cake Remix(TM),171.1775420875421,108.80515696652826,121.14794612794613,5.3349742573947,134.63612794612794,5.246126147230293
Birthday Cake Remix(TM),144.27756485849056,119.34753195706664,122.34792649371069,5.655678623534936,133.1171875,5.094264273593864
Birthday Cake Remix(TM),159.861066017316,115.03373382676786,121.81845238095238,4.857289161094455,133.7528409090909,4.499736048369184
Birthday Cake Remix(TM),171.5787460402845,108.68657159311405,120.86037893730202,5.257495170302531,134.45914768991693,4.659147785437741
Birthday Cake Remix(TM),169.887239250745,109.98684275872539,120.98259897828864,5.149124164852207,134.72153043848445,5.364550684209638
Birthday Cake Remix(TM),169.54843351125552,111.06007099407992,121.8380598746809,4.854131179296039,133.83481086098863,4.581735420063991
Blueberry,107.29902576056422,67.71671126043576,145.72697388082003,11.90963931017439,109.60898930129699,12.831375370244668
Blueberry,99.05347172512526,71.93845549097314,142.94974946313528,11.735063685121297,112.67659269863994,12.59884567610281
Blueberry,107.36978723404255,66.45493643477867,143.27787234042555,10.843834396062812,112.10212765957446,11.40349870465671
Blueberry,109.05404135338345,89.62655600846291,141.34316259398497,13.78690630586576,114.44866071428571,14.203225753206183
Blueberry,93.20522161505768,72.00930279756417,143.24817850637524,12.396884308563926,111.26406597854685,14.386317891106572
Blueberry,90.12680906713165,69.97733600982212,144.85723626852658,13.46442801071023,113.965518744551,12.096332539751323
Blueberry,104.17021276595744,67.82152171111022,142.88284233497,10.773041518682115,112.01404800872886,12.350853547056918
Blueberry,82.20014880952381,71.06796692319898,140.59583333333333,11.671854395075414,112.58630952380952,14.771795541613844
Blueberry,108.09536644846618,61.07716317682709,146.0105891413169,10.820044828611575,109.12475933769734,11.961398433573075
Blueberry,107.11781888997079,81.24999913962587,143.77848101265823,13.971305425669831,114.14167478091528,13.071605890045442
Blueberry,103.27682134306237,68.94578898946378,145.1042640519895,12.11953607916549,109.3794322198153,13.802850047371354
Blueberry,94.67045454545455,87.01806847260217,141.10866477272728,13.807276734780269,117.03870738636364,11.937734720664896
Blueberry,94.13082278481012,56.930822217058896,146.66227848101266,11.278336796020662,108.00164556962025,12.336305268265999
Blueberry,99.38222200237436,69.67234837683652,144.83611990502573,12.480919480178692,111.74188761377127,12.71836798216779
Blueberry,87.09619338983902,77.66373300387647,142.13400872661617,13.209560876680039,112.27870003510708,15.102568666131166
Blueberry,96.92092979835698,54.60773281804338,148.1236930545183,11.437572490670686,106.75858849887976,13.182055598144727
Blueberry,95.70646302849693,64.42820897481869,146.9153939281058,12.85042479215249,107.29456137083255,14.762367088723076
Blueberry,84.65965869106263,92.22473651323861,136.83374384236453,11.750176963728222,118.3527445460943,13.182525720611144
Blueberry,91.86041666666667,71.15722844822197,144.43030303030304,13.092118635374417,111.39266098484849,13.852528661061246
Blueberry,93.55118411000764,74.78243575347615,144.18456837280365,13.798346029721966,112.01993888464477,14.43764230584405
Blueberry,84.51380153738644,92.51954097868625,138.42068483577918,13.84786177867444,118.28039832285116,13.174001888843982
